topic_EN,topic_ES,argument_ES,stance_label,stance_conf,stance_num_labelers,stance_con,stance_neutral,stance_pro,quality_score,quality_num_labelers,quality_negative,quality_positive
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Los Juegos Olímpicos representan deporte, tradición e historia, ya que datan desde la época de los romanos.",-1,1,20,20,0,0,0.743546972,11,3,8
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los Juegos Olímpicos son solo una forma en que el país sede obtiene dinero a costa de los deportistas .,1,1,20,1,2,17,0.44663631,10,6,4
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los Juegos Olímpicos son un nexo de hermandad entre las naciones.,-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Los Juegos Olímpicos son una demostración de  la hermandad que puede surgir a través del deporte sin importar raza, credo o nacionalidad.",-1,1,10,9,0,1,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Los deportistas necesitan una plataforma para demostrar cuán buenos son.  Además, las ciudades anfitrionas se benefician con el dinero obtenido.",-1,1,20,20,0,0,1,10,0,10
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los juego olìmpicos deberìan ser abolidos y que cada paìs realice sus juegos nacionales de acuerdo a sus posibilidades econòmicas.  las grandes potencias economicas no monopolizarìan estas contiendas,1,0.94526959,20,1,0,19,0.530455209,12,6,6
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los juegos Olimpicos es el evento mas importante del mundo y debe promoverse.,-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los juegos Olimpicos es una tradicion milenarias las cuales deben permanecer por siempre y por el  porhonor e los deportitas  que participan en ellos,-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Los juegos Olimpicos son un evento deportivo donde compiten para demostrar los talentos que poseemos, pero tambien las personas pueden lastimarse por exceso de esfuerzo",-1,0.576094539,10,3,4,3,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los juegos Olimpicos son una ventana para conectarse mundialmente.,-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los juegos Olímpicos deberían eliminarse son solo comerciales no traen nada bueno para el mundo,1,0.634524068,10,1,0,9,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Los juegos Olímpicos son eventos importantes dentro de la sociedad, por lo que no debería considerarse ningún tipo de abolición, esta podría generar problemas económicos para los participantes o patrocinadores",-1,1,20,20,0,0,0.998551538,11,1,10
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los juegos Olímpicos una competencia esencial para el deporte animando a los jóvenes a participar en algo.,-1,1,10,9,0,1,0.496452394,5,3,2
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Los juegos Olímpicos, en nuestros tiempos son un mero espectaculo de ocio, se debería utilizar esos recursos en temas más importantes",1,0.627715701,10,3,0,7,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los juegos deportivos ayudan a los atetlas a demostrar a la juventud que con esfuerzo y disciplina puedes lograr un buen desarrollo fisico,-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Los juegos olimpicos alientan el deporte y la actividad fisica y aumentan los beneficios economicos para los paises participantes, especialmente el pais anfitrion.",-1,0.807195741,10,9,0,1,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los juegos olimpicos deben abolirse ya qué contribuyen al sexismo y se ve una desigualdad de genero porqué no permite a las mujeres en ciertos eventos.,1,1,10,1,0,9,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los juegos olimpicos deberian seguir porque estos unen culturas.,-1,1,10,9,0,1,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Los juegos olimpicos deberían acabarse, ya que hacen una competencia insana entre participantes llevando su vida al propio limite de la misma",1,0.765620943,10,2,0,8,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Los juegos olimpicos deberían seguir siendo a nivel mundial, ya que es un medio por el cual personas de todas partes del mundo, se unen en un mismo sentimiento, el deportivo.",-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Los juegos olimpicos es el acontecimiento deportivo mas importante ya que es la ocasiòn de confontar, deportivamente, la preparaciòn de los de`portistas a nivel mundial",-1,0.882369841,10,9,0,1,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los juegos olimpicos es la oportunidad que tienen los paises menos desarrollados del mundo para demostrar su potencial deportivo asi como su grado de desarrollo,-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Los juegos olimpicos es una perdida de tiempo y no trae nada bueno al mundo, debemos quitarlo",1,1,10,0,0,10,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los juegos olimpicos han sido una forma de unir al mundo de una manera competitiva y sana haciendo deporte esto a sido asi por mas de un siglo y debe ser asi,-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los juegos olimpicos muestran al ser humano en su mejor forma fisica.,-1,1,20,19,0,1,0.30119189,11,8,3
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los juegos olimpicos no deben abolirse,-1,1,20,20,0,0,0,12,12,0
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los juegos olimpicos representa un gasto innecesario y solo promueve crear elite enb los deportistas con recursos que podrian ser usados en el avance de la ciencia en beneficio de todos.,1,1,10,0,0,10,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Los juegos olimpicos representan  naciones, culturas y muestra lo mejor de ellas. Hay un impacto económico positivo pero cada pais provee lo necesario a sus atletas.",-1,1,20,20,0,0,0.901246551,12,1,11
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Los juegos olimpicos representan un gasto publico enorme que en muchas ocasiones ha dejado a los países en quiebra, ademas generalmente las instalaciones creadas para este evento al terminar dejan de usarse",1,1,10,1,0,9,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los juegos olimpicos solo han servido para que las grandes potencias demuestren sus fuerzas asi como para que los jugadores encuentren la forma de hacerse ricos,1,1,10,1,1,8,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Los juegos olimpicos son buenos para la formacion de buenas personas en el mundo, nos ayuda a recrear el pensamiento en el deporte, dichos juegos no deberian ser cancelados",-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los juegos olimpicos son malos porque generan discordia entre los competidores,1,1,10,0,0,10,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los juegos olimpicos son un evento mundial donde cada competidor busca dar su mejor version buscando dejar en alto su pais,-1,0.794194602,10,8,2,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los juegos olimpicos son una motivación para que los atletas se vuelvan mejores de lo que ya son en sus respectivos deportes,-1,0.828379838,10,9,1,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los juegos olimpìcos representan una fuente de injgresos para el pais anfitrion asi como una oportunidad para que diferentes culturas cimpartan espacios comunes en un ambiente de paz,-1,1,10,8,0,2,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los juegos olímpico sirven para integrar a la juventud competitiva a nivel deportivo y para fortalecer el desarrollo socio-cultural de las naciones,-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Los juegos olímpicos abren la puerta a la competencia deshonesta, a que se empleen sustancias prohibidas y se ponga en riesgo la salud de los competidores, con el solo fin de ganar una medalla,",1,1,10,1,0,9,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Los juegos olímpicos alimentan la sed de cada competidor de superar a los demás y a sí mismo, y para eso se requiere disciplina, constancia y carácter.",-1,0.864400255,10,8,0,2,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Los juegos olímpicos aparte de ser un sano entretenimiento, tienen como objetivo la integración de todas las naciones en una serie de varias disciplinas deportivas.",-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Los juegos olímpicos ayudan a los niños a entender como el esfuerzo, la constancia y dedicación te puede llevar al éxito en la vida, por lo cual no deben ser abolidos.",-1,1,23,23,0,0,0.898321621,13,2,11
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los juegos olímpicos brindan emoción y alegría a los países participantes,-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los juegos olímpicos deben prohibirse por la creciente conducta homofóbica.,1,1,10,0,0,10,0,5,5,0
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Los juegos olímpicos deben ser abolidos, estos promueven el culto al físico y a una perfección alejada de la realidad.",1,0.934864069,20,1,0,19,0.481040672,11,6,5
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los juegos olímpicos deberían ser eliminados porque son netamente competitivos y buscan el prestigio y lucro de la sedes donde se llevan a cabo.,1,1,10,0,0,10,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los juegos olímpicos es la mejor manera de que los jóvenes muestren sus talentos y los aleja de las drogas.,-1,0.734708561,10,9,0,1,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Los juegos olímpicos es un gasto muy grande que hace un país, y ese dinero debería destinarse a los hospitales, colegios y ayuda a los más necesitados.",1,1,10,1,0,9,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los juegos olímpicos fomentan el desarrollo físico y la superancion de los atletas.,-1,1,20,20,0,0,1,13,0,13
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los juegos olímpicos generan intercambios culturales entre las naciones y permiten que se suban los estándares del entrenamiento corporal del ser humano.,-1,1,10,9,0,1,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Los juegos olímpicos han supuesto la unión de todos los países que participan en ellos, por eso es importante mantenerlos y seguir estrechando lazos.",-1,0.759524356,10,9,0,1,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Los juegos olímpicos implican un gasto innecesario, que bien podría dirigirse a reforzar la educación y los problemas de los paises que asisten a dicho evento.",1,1,10,0,0,10,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los juegos olímpicos implican un gran coste para los estados en infraestructura y entrenamiento de atletas que se podría destinar a otras cosas,1,1,20,0,0,20,1,11,0,11
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Los juegos olímpicos no deben ser abolidos, estos promueven el deporte, la constancia, la sana competencia y la unión entre naciones.",-1,1,10,10,0,0,0.987653802,5,2,3
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Los juegos olímpicos no se deben realizar jamas. ya que su único interés es el económico, sin dar la importancia necesaria a sus atletas.",1,1,10,0,0,10,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los juegos olímpicos no son mas que un simple despilfarro de dinero que bien podría ser destinado a ayudar a las poblaciones mas vulnerables de cada país anfitrión,1,0.767127823,10,2,0,8,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Los juegos olímpicos no son una competencia sana, y promueven la supremacía de los países más poderosos.",1,1,10,1,0,9,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Los juegos olímpicos nos muestran lo mejor de nuestra sociedad. Todos los atletas nos muestran lo que se puede lograr cuando se trabaja con disciplina y esfuerzo, inspirándonos a dar lo mejor de nosotros.",-1,1,20,20,0,0,0.875411916,12,1,11
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los juegos olímpicos promueven una competitividad que ha generado que se pierdan vidas humanas a costas del éxito. Deberíamos ya tomar cartas en el asunto y eliminarlos.,1,0.622739935,10,3,0,7,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Los juegos olímpicos resultan de inspiración para muchos atletas que se preparan durante años y esperan el momento para mostrar su evolución deportiva, por lo que no deben ser abolidos.",-1,1,20,20,0,0,1,12,0,12
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Los juegos olímpicos se han convertido en un abanico de  corrupción, deseos personales y falta de protección a la integridad. Existe codicia, prejuicios y discriminación.",1,1,10,0,0,10,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los juegos olímpicos solo representan grandes ganancias para los gobiernos y organizadores al mismo tiempo que desconocen el esfuerzo que cada atleta a puesto su preparación.,1,1,10,0,1,9,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Los juegos olímpicos son la mayor prueba de competitividad y disciplina que a lo largo de los años han unido en un solo recinto la mayoría de países del mundo, no debería abolirse.",-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los juegos olímpicos son un despilfarro de dinero,1,1,10,0,0,10,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Los juegos olímpicos son una competencia que explota la capacidad física de los deportistas, obligandolos incluso a priorizar el deporte sobre todo lo demás en su vida",1,0.537395624,10,4,0,6,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los juegos olímpicos son una forma de unir al mundo mediante el deporte y darnos esa sensación de paz y amor mundial.,-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los juegos olímpicos son una fuente de corrupción para los integrantes del comité y políticos,1,1,10,0,0,10,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los juegos olímpicos son una oportunidad de unir a las naciones a través de los deportes,-1,1,10,10,0,0,0.642853416,5,2,3
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los juegos olímpicos son una pérdida de tiempo y dinero,1,1,20,0,0,20,0.079735354,12,10,2
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los juegos olímpicos son unos de los eventos que mas unen a las naciones.,-1,1,10,9,0,1,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Los juegos olímpicos suelen ser una competencia mas comercial que deportiva por lo que quien tiene un mejor patrocinador es quien puede participar y no siempre es el que tiene mas talento.,1,0.642679938,10,2,1,7,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Los juegos olímpicos suponen un gasto económico enorme para los países participantes y para aquellos dónde se celebra. El dinero que invertido en esto, debería ir destinado a otros ámbitos mas importantes.",1,1,10,1,0,9,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Los juegos olímpicos tienden a crear mucho fanatismo para los países de los epectadores, lo que puede acentuar más las diferencias entre los habitantes de cada país y resultar en encuentros violentos.",1,1,10,0,0,10,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Los juegos olímpicos unen las naciones, premian el esfuerzo de los atletas y ayuda la economía del país anfitrión, ya que gran cantidad de personas asisten y gastan su dinero en ese evento.",-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Los juegos olímpicos ya no deberían de existe, les lleva un gato excesivo al pais.",1,1,10,1,0,9,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Mientras no se cambie el enfoque si deben ser eliminados, porque a fin de cuentas el objetivo no es deportivo sino comercial, ya que sus organizadores se preocupan mas por el dinero que los juegos generan.",1,1,10,0,0,10,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,No debemos abolirlo. Desde la época de antaño se ha practicado juegos de competitividad en lo cual reluce cada día en ser mejor para ganar. Los juegos olímpicos incentivan a los jóvenes a ser mejor cada día.,-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"No deben ser abolidos, ya que ese es el máximo objetivo de un deportista de alto rendimiento y por el que se esfuerza todos los días,  además de representar a su patria en ese importante evento.",-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"No debería abolirse un evento deportivo con tanta antiguedad, y que permite un intercambio cultural tan grande, así como fomentar practicas saludables para el ser humano.",-1,0.81423396,10,8,0,2,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,No deberían ser eliminados ya que las olimpiadas son una competición que motiva y genera interés hacia el deporte a los jóvenes.,-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"No porque el deporte es muy importante para fortalece nuestra cultura y economía, ya que por este medio genera un ingreso en cada país que se realiza.",-1,0.830353156,10,9,0,1,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,No se deben prohibir los juegos olímpicos ya que representa la unión de los pueblos.,-1,1,10,9,0,1,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,No se deberia suspender ya que es un evento deportivo y es distracción necesaria de tanto desastre en el mundo,-1,1,10,9,0,1,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,No se debería abolir los juegos olímpicos ya que esta competición refleja al mundo todos los talentos y atletas que tenemos para demostrar y es una tradición,-1,1,20,20,0,0,0.998560769,10,1,9
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,No se deberían abolir los Juegos Olímpicos porque este promueve el deporte y  son un ejemplo para los jóvenes ya que los ayudará a ponerse metas a futuro.,-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"No se deberían de abolir los Juegos Olímpicos, es cierto que existe un riesgo debido al nuevo coronavirus Covid-19 pero teniendo estrictas medidas de seguridad se puede evitar el contagio.",-1,1,10,9,0,1,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,No se tienen que abolir en absoluto.,-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"No, son un símbolo de unión de todas las naciones.",-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Olympic games are just a bunch of hypocrites wanting to win some money, is not what is was on his prime",1,0.694381723,10,1,0,9,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Olympic games are very important because can be used as a bridge between countries to talk certain topics beside the competition,-1,1,10,9,1,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Para evitar que las personas se lastimen por exceso de ejercicio deberia ser abolido.,1,1,20,0,0,20,0.327600778,10,7,3
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Permiten la participativa de todas las personas en eventos deportivos a nivel mundial por lo tanto deberían permanecer por mucho tiempo más,-1,1,10,9,0,1,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Prohibir los Juegos Olímpicos salvará a millones de personas porque el dinero irá a una causa mejor.,1,0.59362122,10,2,0,8,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Se debe retomar el objetivo original de los juegos y promover la armonía entre diferentes culturas. Eliminar los intereses políticos, los prejuicios raciales y las barreras sociales.",-1,0.792072544,10,7,1,2,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Se deben mantener los juegos olímpicos como parte de la tradición y la promoción del deporte sano y competitivo,-1,1,10,9,0,1,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Se deberian abolir los juegos olimpicos porque se han alejado mucho de la idea original del juego limpio.,1,1,10,0,0,10,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Se deberían abolir los Juegos Olímpicos porque  se invierte mucho dinero de manera innecesaria que seria más útil para ayudar a personas que están muriendo de hambre.,1,1,10,0,0,10,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Se deberían tomar medidas para que los juegos olímpicos sean seguros, implementando asientos con distancias seguras, el uso de detergente y el uso obligatorio de tapa bocas",0,0.56464587,10,5,5,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Si , deberían eliminar los juegos Olimpicos porque hay mucha corrupción en sus altas gerencias.",1,1,10,0,0,10,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Si abolimos los Juegos Olímpicos, muchas personas tendrán poco o ningún incentivo para esforzarse por convertirse en lo mejor que puedan llegar a ser en su deporte",-1,0.940172326,20,19,0,1,0.896373147,10,1,9
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Si deberían ser eliminados ya que la situación actual con el COVID-19 es critica y en esos eventos la gente es propensa a infectarse, ademas esos fondos se pueden donar",1,1,10,0,0,10,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Si los Juegos Olímpicos fuesen abolidos, representaría el exterminio de derechos tan fundamentales como el empleo, el entretenimiento y la cultura.",-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Si se deberían de abolir los Juegos Olímpicos debido al nuevo coronavirus Covid-19, ya que amenaza la salud de los jugadores y posiblemente la de distintos países.",1,1,10,0,0,10,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Si, por la pandemia en estos momentos tan lamentables cualquier tipo de evento deberia ser suspendido.",1,0.748378223,10,0,1,9,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Siempre y cuando sigan permitiendo el uso de sustancias prohibidas y corrupción.,1,0.801805883,10,1,3,6,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Solo fomentan la competitividad y la separación entre las naciones,1,0.833789528,10,2,0,8,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Son necesario, porque el deporte olímpico une a las naciones",-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Son un gran negocio porque los derechos de transmisión y patrocinadores se venden en millones de dolares, estos recursos se pueden utilizar para ayudar a los jóvenes  sin necesidad de competir en los deportes",1,0.80165277,10,3,0,7,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,Todos los deportistas sueñan con una participacion en los Juegos Olimpicos y prohibir esto juegos seria destrozar el sueño de todo aquel que anhela participar en ellos,-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"Ya no es necesario premiar a las personas por su arduo entrenamiento cada cierto tiempo, no me parece bien seguir con esto.",1,0.872817062,20,2,0,18,0,9,9,0
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"abolir los juegos olimpicos no resuelve nada, estoy totalmente encontra de abolirlo ya que cada cierto tiempo generan empleos y ayuda a los jovenes a soñar.",-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,actualmente es un evento comercial y el dinero invertido es enorme y haria mucho bien en otras areas de gran necesidad,1,0.796064918,10,1,0,9,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,ademas de ser una forma de reunir y dar a conocer a paises en un evento deportivo sin animo de lucro donde se mejoran las relaciones entre estos,-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,al final muchos deportistas se dopan para intentar batir records,1,0.856496354,20,0,4,16,0.590155235,13,6,7
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,and would bring more unemployment to the host countries,-1,0.402783762,10,3,3,4,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,bueno si ahorita por la situacion que esta pasando es mejor prevenir,1,1,10,0,2,8,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"deben de prohibirse los juegos olímpicos porque los intereses corporativos invaden esta competición a través del patrocinio de atletas, convirtiendo el éxito deportivo en un medio para vender productos",1,1,10,0,0,10,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,deberíamos suspender los juegos olímpicos de este año debido a la enfermedad que estamos pasando donde hay muchas muertes y por la salud de todos los países es mas sano suspender y pos ponerlos este año.,1,0.872633137,20,2,2,16,0.834221148,9,2,7
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,durante esta pandemia lo deberiamos hacer ya que esto supone un gasto muy grande para japon y deberiamos destinar ese dinero para la recuperacion de los paises,1,1,10,1,0,9,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"el deporte es una manera de dirimir las diferencias pacíficamente, durante los juegos el mundo se entretiene con las distintas actividades relajándose de los problemas que lo aquejan",-1,1,20,20,0,0,0.59384686,9,4,5
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,en este momento el deporte tiene que parar.,1,0.807195741,10,0,2,8,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"es el mas importante evento deportivo del calendario por su connotación histórica, pero, con la ridícula suma de dinero que se gasta se solucionarían muchos problemas, lo apoyo",1,1,10,0,0,10,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,es un aliciente para que muchos jóvenes se dediquen al deporte,-1,0.928883805,20,19,0,1,0.738879616,10,3,7
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,es una competicion sana y una prueba de superamiento,-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,es una cultura de corrupcion hoy dia que presiona a los atletas a competir y no disfrutar del deporte,1,1,20,1,0,19,0.680198522,11,4,7
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,es una perdida de recursos y tiempo que entretiene al mundo de las cosas realmente importantes.,1,1,20,0,0,20,0.541285267,10,5,5
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,los juegos olimpicos ayudan a la integracion mundial a traves del deporte,-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"los juegos olimpicos deberian eliminarse por una razon, ya deberiamos dejar de estar compitiendo en todo solo para demostrar cual es el mejor pais",1,1,10,0,0,10,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"los juegos olimpicos es la peor perdida de dinero, cuantas hambre se podria evitar con el dinero que se usa para eso",1,1,10,0,0,10,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,los juegos olimpicos es un derroche de dinero innecesario,1,0.869587828,10,1,0,9,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,los juegos olimpicos han sido un ejemplo de juego y de deporte limpio,-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"los juegos olimpicos no son mas que un enorme conglomerado de publicidad, la inversion economica que los paises hacen en esto deberia ser invertida en educacion y salud no en entretenimiento",1,0.834736101,10,1,0,9,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"los juegos olimpicos representan un gran ejemplo para los niños y jovenes, estos no deben abolirse.",-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"los juegos olimpicos representan un gran ejemplo para niños y jovenes, estos no deben abolirse.",-1,0.837175629,10,9,0,1,,,,
