topic_EN,topic_DE,argument_DE,stance_label,stance_conf,stance_num_labelers,stance_con,stance_neutral,stance_pro,quality_score,quality_num_labelers,quality_negative,quality_positive
The use of public defenders should be mandatory,Die Verwendung von öffentlichen Verteidigern sollte obligatorisch sein,Les défenseurs publics devraient être d'une utilité suggérée pour un travail intensif,1,0.782743895,10,0,2,8,0.486082798,9,4,5
The use of public defenders should be mandatory,Die Verwendung von öffentlichen Verteidigern sollte obligatorisch sein,Manche Leute wollen sich nicht helfen bzw. vertreten lassen,-1,1,7,7,0,0,0.38965663,7,4,3
The use of public defenders should be mandatory,Die Verwendung von öffentlichen Verteidigern sollte obligatorisch sein,"Personen, die sich keinen Anwalt leisten können, bekommen einen gestellt.",1,0.90617063,10,1,0,9,0.459636235,9,4,5
The use of public defenders should be mandatory,Die Verwendung von öffentlichen Verteidigern sollte obligatorisch sein,"Private Anwälte würden unter dem Beschluss leiden, sogar überflüssig werden. An diesem Beruf hängen viele Existenzen.",-1,0.737037299,10,7,0,3,0.572398069,9,4,5
The use of public defenders should be mandatory,Die Verwendung von öffentlichen Verteidigern sollte obligatorisch sein,"Sie sollte nicht obligatorisch sein, da wir alle das Recht haben, unsere Fürsprecher zu wählen.",-1,1,10,10,0,0,0.87596757,9,1,8
The use of public defenders should be mandatory,Die Verwendung von öffentlichen Verteidigern sollte obligatorisch sein,So hat jeder die Möglichkeit einen rechtsbeistand zu erhalten,1,1,7,0,0,7,0.85363855,7,1,6
The use of public defenders should be mandatory,Die Verwendung von öffentlichen Verteidigern sollte obligatorisch sein,"Staatsanwälte sind unparteiischer und würden ein gerechtes Urteil fördern, unabhängig davon wie teuer ein Anwalt ist. Gleichheit vor der Justiz ist im Sinne der Gerechtigkeit.",1,0.882233343,8,0,1,7,0.73625355,8,2,6
The use of public defenders should be mandatory,Die Verwendung von öffentlichen Verteidigern sollte obligatorisch sein,"Verteidiger können nicht von ihren Posten entfernt werden. Es gibt viele bedürftige Familien, die ihre Hilfe brauchen",1,0.630991416,10,4,0,6,0.776347967,9,2,7
The use of public defenders should be mandatory,Die Verwendung von öffentlichen Verteidigern sollte obligatorisch sein,"Verteidiger sind nicht immer nützlich, manchmal manipulieren sie das Gesetz zu ihrem Vorteil",-1,0.9023834,10,9,1,0,0.538328366,8,4,4
The use of public defenders should be mandatory,Die Verwendung von öffentlichen Verteidigern sollte obligatorisch sein,"Verteidiger sind nicht immer nützlich, manchmal manipulieren sie das Gesetz zu ihrem Vorteil",-1,0.9023834,10,9,1,0,0.088519654,9,8,1
The use of public defenders should be mandatory,Die Verwendung von öffentlichen Verteidigern sollte obligatorisch sein,"Verteidiger sind nicht immer nützlich, manchmal manipulieren sie das Gesetz zu ihrem Vorteil und dies führt zu schlimmen Konsequenzen",-1,0.913984021,10,9,1,0,0.766810082,8,2,6
The use of public defenders should be mandatory,Die Verwendung von öffentlichen Verteidigern sollte obligatorisch sein,Viele Menschen können sich keinen Verteidiger leisten,1,1,5,0,0,5,1,5,0,5
The use of public defenders should be mandatory,Die Verwendung von öffentlichen Verteidigern sollte obligatorisch sein,Wenn man sich selbst vertreten will hat man dadurch keine Möglichkeit mehr,-1,0.867975842,7,6,1,0,0.399957957,7,4,3
The use of public defenders should be mandatory,Die Verwendung von öffentlichen Verteidigern sollte obligatorisch sein,Wer Straftaten begeht sollte nicht noch die Möglichkeit bekommen das sein rechtsbeistand bezahlt wird,1,0.545005179,10,5,0,5,0.428225465,9,5,4
The use of public defenders should be mandatory,Die Verwendung von öffentlichen Verteidigern sollte obligatorisch sein,Wir wissen nicht ob wir solchen Leuten vertrauen können.,-1,1,10,10,0,0,0.45663379,8,4,4
The use of public defenders should be mandatory,Die Verwendung von öffentlichen Verteidigern sollte obligatorisch sein,"es erscheint mir völlig vernünftig, da jeder das Recht auf einen öffentlichen oder privaten Verteidiger haben sollte",1,1,10,0,0,10,0.759570164,9,2,7
The use of public defenders should be mandatory,Die Verwendung von öffentlichen Verteidigern sollte obligatorisch sein,es wäre gerechter wenn jeder eine Verteidigung auf etwa gleichem Niveau hat,1,0.890645708,9,1,0,8,1,9,0,9
The use of public defenders should be mandatory,Die Verwendung von öffentlichen Verteidigern sollte obligatorisch sein,"in Österreich ist die Vertretung durch einen Anwalt bei Strafsachen obligatorisch, was ich richtig finde.",1,1,10,0,0,10,0.671053294,9,3,6
The use of public defenders should be mandatory,Die Verwendung von öffentlichen Verteidigern sollte obligatorisch sein,les défenseurs publics nous devons les privatiser car étant d'ordre public ils ne remplissent pas bien leurs fonctions,-1,0.506760397,10,5,2,3,0.082614044,9,8,1
The use of public defenders should be mandatory,Die Verwendung von öffentlichen Verteidigern sollte obligatorisch sein,"meiner Meinung nach, steht doch jedem ein Pflichtverteidiger zu, was ich richtig finde.",1,1,6,0,0,6,0,6,6,0
The use of public defenders should be mandatory,Die Verwendung von öffentlichen Verteidigern sollte obligatorisch sein,"nee Het gebruik van openbare verdedigers moet verplicht zijn, iedereen gaat de uitdaging aan",1,0.715619469,7,0,2,5,0.111952152,7,6,1
The use of public defenders should be mandatory,Die Verwendung von öffentlichen Verteidigern sollte obligatorisch sein,nein Der Einsatz von öffentlichen Verteidigern sollte obligatorisch sein.,1,0.677423792,9,2,1,6,0.080320417,9,8,1
The use of public defenders should be mandatory,Die Verwendung von öffentlichen Verteidigern sollte obligatorisch sein,ob der Einsatz von öffentlichen Verteidigern obligatorisch sein sollte.,1,0.676729399,10,0,3,7,0,9,9,0
The use of public defenders should be mandatory,Die Verwendung von öffentlichen Verteidigern sollte obligatorisch sein,"wenn es obligatorisch sein muss, da der Staat die Dienstleistung garantiert",1,0.76948081,10,0,2,8,0.286081596,9,6,3
The use of public defenders should be mandatory,Die Verwendung von öffentlichen Verteidigern sollte obligatorisch sein,"Öffentliche Verteidiger sollten eine freie Wahl sein. Menschen dazu zu zwingen, sich ihr anzuschließen, ist unfair, es wird viel Zeit und Mühe unter den gebildeten Gruppen verschwenden",-1,0.943170144,10,9,0,1,0.751471996,9,2,7
The use of public defenders should be mandatory,Die Verwendung von öffentlichen Verteidigern sollte obligatorisch sein,Öffentliche Verteidiger sollten für intensive Arbeit empfohlen werden,1,0.814219815,10,0,2,8,0.121782378,8,7,1
The use of public defenders should be mandatory,Die Verwendung von öffentlichen Verteidigern sollte obligatorisch sein,"Öffentliche Verteitiger haben in der Regel mehr als 30 Fälle pro Tag, deshalb können sie keine gründliche Arbeit leisten.",-1,0.912527875,10,9,0,1,0.663479639,9,3,6
The use of public defenders should be mandatory,Die Verwendung von öffentlichen Verteidigern sollte obligatorisch sein,"öffentliche Verteidiger müssen wir privatisieren, weil sie aufgrund ihrer öffentlichen Ordnung ihre Aufgaben nicht gut erfüllen",-1,0.652024725,10,7,3,0,0.152394804,7,5,2
The use of public defenders should be mandatory,Die Verwendung von öffentlichen Verteidigern sollte obligatorisch sein,öffentliche Verteidiger sollten auf der Ebene der Gleichstellung obligatorisch sein,1,1,10,0,0,10,0.470232977,8,4,4
The use of public defenders should be mandatory,Die Verwendung von öffentlichen Verteidigern sollte obligatorisch sein,öffentliche Verteidiger sollten nicht für alle obligatorisch sein,-1,1,10,10,0,0,0.09452935,8,7,1
The use of public defenders should be mandatory,Die Verwendung von öffentlichen Verteidigern sollte obligatorisch sein,"öffentliche Verteidiger sollten obligatorisch sein, dies ist nicht notwendig",-1,0.766432412,5,4,1,0,0,5,5,0
The use of public defenders should be mandatory,Die Verwendung von öffentlichen Verteidigern sollte obligatorisch sein,"öffentliche Verteidiger sollten obligatorisch sein, jeder muss gleichermaßen an der nationalen Sicherheit teilnehmen, es wird dem Land zusätzliche Stärke verleihen und den nationalen Geist stärken",1,1,7,0,0,7,0.249688288,7,5,2
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,DIe olympischen Spiele sind ein Kulturgut mit langer Tradition die es zu bewahren gilt.,-1,1,10,10,0,0,1,8,0,8
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,Der Olympische Gedanke ist schon lange von monetären Faktoren verdrängt worden.,1,0.886483662,10,0,1,9,0.916116848,9,1,8
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,Die Abschaffung der Olympischen Spiele scheint mir eine gute Option zu sein,1,1,10,0,0,10,0,9,9,0
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,"Die Durchführung der Olympischen Spiele verursacht soviele Kosten, z.B. durch den Bau der Sportstätten, dass diese nicht mehr vernünftig durchführbar sind.",1,1,10,0,0,10,0.715557834,9,3,6
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,Die Einnahmen stehen in keinem Verhältnis zu den Kosten und zum Aufwand. Viele Sportgebäude müssen erst neu gebaut werden. Das Geld könnte sinnvoller in andere Projekte investiert werden.,1,0.908249446,10,1,0,9,0.835938926,9,2,7
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,Die Olympischen Spiele bringen Sportler aus der ganzen Welt zusammen und schaffen so einen Ort der Begegnung.,-1,1,7,7,0,0,1,7,0,7
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,Die Olympischen Spiele führen zur Prostitution,1,1,7,0,0,7,0,7,7,0
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,Die Olympischen Spiele gibt es schon sehr lange und verkörpern eine Tradition.  Die Länder sollten auch weiterhin gegeneinander antreten.,-1,1,9,9,0,0,1,9,0,9
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,Die Olympischen Spiele in der heutigen Form sind oft nur eine Spielwiese für Doping und unnatürliches Training.,1,1,7,0,0,7,1,7,0,7
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,"Die Olympischen Spiele kosten dem Land zu viel, was in keiner Relation steht, was das Land davon hat",1,0.902966806,10,1,0,9,0.873702807,9,1,8
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,Die Olympischen Spiele sind Geldverschwendung,1,1,10,0,0,10,0.664019472,9,3,6
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,"Die Olympischen Spiele sind auch ein wirtschaftlicher Faktor von globaler Bedeutung, den man nicht unterschätzen darf.",-1,1,10,10,0,0,0.875871972,8,1,7
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,"Die Olympischen Spiele sind die Elite des Sports, und die Besten werden belohnt",-1,1,5,5,0,0,0.20343544,5,4,1
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,Die Olympischen Spiele sind ein großartiger Einstieg in das Gastgeberland,-1,1,9,9,0,0,0.536219743,9,4,5
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,"Die Olympischen Spiele sind eine großartige Gelegenheit für das Gastland, da sie für Tourismus, Kulturkollisionen und einen großen Zustrom von Menschen im Land stehen",-1,0.846994456,10,8,0,2,1,9,0,9
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,Die Olympischen Spiele sind eine sehr unflexible und teilweise korrupte Vereinigung.,1,1,6,0,0,6,1,6,0,6
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,"Die Olympischen Spiele sind gut für die Stadt, in der sie stattfinden, da sie den Besuch von Touristen, die in Hotels in den Ländern übernachten, in denen die Veranstaltung stattfindet, wirtschaftlich.",-1,1,9,9,0,0,0.884056817,9,1,8
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,"Die Olympischen Spiele sind mittlerweile derart kommerzialisiert, dass sie in keinster Weise dem olympischen Gedanken im Sinne von Pierre de Coubertin gerecht werden.",1,1,10,0,0,10,0.913555666,9,1,8
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,"Die Olympischen Spiele sind nur eine Ausgabe für die Nation, sie zu tun ist eine Geldverschwendung.",1,1,10,0,0,10,0.559480552,8,3,5
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,Die Olympischen Spiele sind wichtig für den internationale Ausstausch der teilnehmenden Länder.,-1,0.903919361,10,9,0,1,1,9,0,9
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,"Die Olympischen Spiele sollten beseitigt werden, sind nur ein Mittel, um ein paar davon zu profitieren",1,1,5,0,0,5,0.630693359,5,2,3
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,"Die Olympischen Spiele waren eine Lehre, jetzt scheint es wie eine Pornoparty",1,1,10,0,0,10,0.213290256,9,7,2
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,"Die Spiele helfen bei der internationalen Verständigung, führen Menschen zusammen und verbreiten Wissen über andere Kulturen.",-1,0.905706681,10,9,0,1,1,9,0,9
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,"Die olympischen Spiele sind ein Fest der Völker, das wie kein anderes Ereignis für das friedliche Miteinander im Gegeneinander steht.",-1,0.898940068,10,9,1,0,1,10,0,10
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,"Die olympischen Spiele sind für die Athleten eine Herausforderung auf höchstem Niveau, und für begeisterte Fans auf der ganzen Welt ein sportliches Highlight.",-1,0.896160714,10,9,0,1,1,9,0,9
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,Die olympischen Spiele werden immer wieder durch Dopingfälle gestört,1,0.904173005,10,1,0,9,0.860858004,9,1,8
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,Dies ist ein wichtiges Ereignis und wird auf der ganzen Welt gesehen,-1,1,10,10,0,0,0.567208696,9,4,5
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,"Dies sollte in allen Ländern uneingeschränkt zulässig sein, da es viele Vorteile für das Gastland hat",-1,0.893263638,9,8,1,0,0.407355022,9,5,4
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,"Dies verursacht Ausgaben für den Staat und damit für die Bürger, die Steuern zahlen.",1,1,7,0,0,7,1,7,0,7
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,Es ist ein gesunder Spaß für uns alle,-1,1,10,10,0,0,0,9,9,0
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,"Es ist ein gewaltiger finanzieller Aufwand, die Spiele durchzuführen.",1,0.927071111,10,1,0,9,0.851557417,7,1,6
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,"Es ist ein traditionaller Wettbewerb, in dessen Rahmen sich Nationen aus aller Welt sportlich messen können.",-1,1,10,10,0,0,0.62036816,9,3,6
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,Es wird eh zu viel gedopt und es ist ökologisch und verantwortlich so viel CO2 aus zustoßen,1,0.634666821,10,1,3,6,0.597219026,9,4,5
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,"Ich würde in einigen Teilen zustimmen, weil die Länder die Olympischen Spiele immer für Politiker nutzen",1,0.797922974,5,0,1,4,0.38759569,5,3,2
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,In der aktuellen Cornasituation die einzig richtige Entscheidung. Für die Gesundheit von Teilnehmern und Zuschauern kann nicht garantiert werde.,1,1,10,0,0,10,0.736402664,8,2,6
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,"Man sollte die Spiele wohl abschaffen, weil sie leider großteils Geschäftemacherei wurden.",1,0.902945444,10,1,0,9,0.770436271,8,2,6
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,Ohne das IOC könnte man einen neustart machen..zurück zum Ursprung ganz ohne Kommerz,-1,0.715842515,10,7,1,2,0.42189573,9,5,4
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,"Olympische Spiele sind eine schlechte Investion für das Gastgeberland. Errichtete Infrastrukturen, für die oft Bewohner vertrieben wurden,  verfallen nach dem Ende der Spiele (Rio)oder sind  überdimensioniert.",1,1,10,0,0,10,0.910120456,9,1,8
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,"Sie sollten verboten werden, da wir uns in einer Zeit der Pandemie befinden und dies eine klare Quelle für die Verbreitung von Covid-19 ist.",1,1,10,0,0,10,0.88700509,8,1,7
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,"Viele Menschen widmen sich dieser Veranstaltung, nicht nur die Teilnehmer",-1,0.913984021,10,9,1,0,0.751428143,8,2,6
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,"Wenn wir die Spiele abschaffen, geht ein sportlicher Gedanke verloren, der Menschen aller Staaten verbindet.",-1,1,10,10,0,0,1,9,0,9
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,"Wir dürfen das Training der Olympischen Spiele für ein ganzes Jahr nicht für jemanden absagen, für den es im Leben eine Chance gibt, es zu ändern. Wir müssen ihre Wahl respektieren",-1,0.69638962,10,7,3,0,0.20752426,8,6,2
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,Wir dürfen die Olympischen Spiele im Zusammenhang mit der Epidemie nicht absagen,-1,1,5,5,0,0,0,5,5,0
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,Wir müssen die Olympischen Spiele wegen ihrer hohen Kosten und der Zerstörung der Umwelt beseitigen.,1,1,20,0,0,20,1,18,0,18
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,Wir sollten die Olympischen Spiele nicht abschaffen,-1,1,10,10,0,0,0,10,10,0
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,"alimpico games ist ein Unternehmen, das von den Vorteilen unserer Athleten profitiert und eliminiert werden muss",1,0.872204821,8,1,0,7,0.230037533,8,6,2
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,der olympische Gedanke ist immer noch eine große Sache für Sportler,1,0.586426945,10,4,0,6,0.492548767,9,4,5
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,es geht bei den olympischen Spielen leider nicht mehr um Sport sondern nur noch um Geld und Kommerz,1,1,5,0,0,5,1,5,0,5
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,es gehört zu unserer Kultur hinzu seit Tausenden Jahren sind solche Wettkämpfe Teil unserer Kultur,-1,1,10,10,0,0,0.870429673,7,1,6
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,nee We moeten de Olympische Spelen afschaffen is een collectief voordeel,-1,0.526674866,10,5,0,5,0.219265608,9,6,3
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,nee We moeten de Olympische Spelen afschaffen waar we allemaal van genieten,1,0.626656116,5,1,1,3,0,5,5,0
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,"nein Wir sollten die Olympischen Spiele abschaffen, weil wir alle die Übung brauchen",-1,1,10,10,0,0,0.481600543,9,4,5
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,"st das einzige, was wir als Gesellschaft die Olympischen Spiele verlassen haben",0,0.735463779,8,1,6,1,0,8,8,0
We should abolish the Olympic Games,Wir sollten die Olympischen Spiele abschaffen,wenn wir die Olympischen Spiele abschaffen sollten,0,0.675891512,10,0,7,3,0,10,10,0
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"3 Streiks ""Gesetze werden die gewalttätigsten Verbrechen nicht abschrecken",1,0.558263571,20,7,2,11,0.603124843,16,6,10
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"Abschaffung der Drei-Streik-Gesetze, die die Gleichstellung beenden",1,0.850102145,6,1,0,5,0,6,6,0
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"Anstatt bei Mehrfachtätern auf immer härtere Strafen zu setzen wäre es viel zielführender, wenn man diesen eine vernünftige Rehabilitaion ermöglichen würde.",1,1,8,0,0,8,1,8,0,8
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,Dadurch könnten neue Probleme enstehen,-1,0.942046774,10,9,0,1,0,9,9,0
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,Die Abschaffung der Drei-Streik-Gesetze ist aus kritischer Sicht das Beste,1,1,10,0,0,10,0.188343335,9,7,2
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"Die Abschaffung eines Gesetzes, das uns zugute kommt, ist absurd",-1,0.584387787,10,6,0,4,0.252599815,9,6,3
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"Die Anwendung des Drei-Verstöße-Gesetzes ist unmenschlich, da eine Verurteilung zu langjährigen Freiheitsstrafen auch bei relativ leichten Straftaten unverhältnismäßig ist.",1,1,8,0,0,8,1,8,0,8
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"Die Aussicht auf eine lange Haftstrafe ohne Bewährung macht es weniger wahrscheinlich, dass ein Krimineller eine dritte Tat begeht.",-1,1,7,7,0,0,1,7,0,7
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,Die Drei Verstöße Gesetze sind ein Relikt aus früheren Zeiten.,1,1,8,0,0,8,0.489628737,8,4,4
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,Die Folgen der Gesetzte werden reduziert,1,0.646905744,8,1,2,5,0.253226642,8,6,2
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"Die Lage der drei Schläge lässt Kriminelle ihre Handlungen gut überlegen, bevor sie handeln, da es kein Zurück gibt, aus diesem Grund können wir sie nicht beseitigen",-1,1,7,7,0,0,0.678936003,7,2,5
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"Die drei Gesetze halten uns über Wasser, um diesen Weg der Ausschweifung zu führen",-1,0.725389321,10,7,0,3,0.874585203,9,1,8
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"Die drei Gesetze sind barbarisch, die sie für die Dümmsten gemacht haben",1,1,10,0,0,10,0.066541011,9,8,1
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,Die drei Gesetze sind eine Änderung für diese Gesellschaft,-1,0.74454883,10,7,0,3,0.44894957,9,5,4
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,Die drei Gesetze sollten weiterhin als Norm für die Gesellschaft gelten,-1,0.842014216,6,5,1,0,0.133190772,6,5,1
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"Dies hilft, Gerechtigkeit zu erfüllen",0,0.416531694,7,2,3,2,0.111952152,7,6,1
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"Dies sollte verschwinden, da es einen Fortschritt für den Frieden unseres Landes mit dem Rest der Welt darstellt.",1,0.903813343,10,1,0,9,0.51755553,9,4,5
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"Diese Gesetze tragen dazu bei, Gerechtigkeit zu gewährleisten",-1,0.856087105,7,6,0,1,0.398753434,7,4,3
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,Dieses Gesetz ist zu streng und sollte abgeschafft werden,1,1,10,0,0,10,0.299076772,9,6,3
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,Dieses Gesetz könnte potentielle Straftäter abschrecken.,-1,1,7,7,0,0,0.85363855,7,1,6
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"Dieses Gesetz sagt Kriminellen klar, dass sie nur einmal eine zweite Chance im Leben bekommen. Es ist sehr wichtig für eine Resozialisierung von Tätern die Reue verspüren.",-1,0.909455635,10,9,0,1,0.749427643,8,2,6
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,Drei-Takt-Gesetze sind für einige Bürger ein Mittel der Angst und wirken sich auf das Positive aus,-1,0.890645708,9,8,0,1,0.177006665,9,7,2
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"Durch Streik der Arbeit verliert der Arbeitgeber zu viel Geld, das der Wirtschaft schadet",0,0.828553555,6,0,5,1,0,6,6,0
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"Durch die Förderung des Gesetzes der drei Schläge wird ein Trend gefördert, der bei den Menschen Angst erzeugt, damit sie nicht weiterhin Verbrechen begehen.",-1,0.509085016,10,5,1,4,0.594044898,8,3,5
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"Eine Strafe muss immer in Relation zu der Tat stehen und dem Richter muss ausreichend Ermessensraum gegeben werden, um auf Details des Falls einzugehen.",1,0.819084893,5,1,0,4,1,5,0,5
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"Einige Täter würden abgeschreckt und davon abgehalten, weitere Straftaten zu begehen.",-1,0.596313859,10,6,0,4,0.929587942,9,1,8
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,Es ist einfach unverhältnismäßig einen Menschen wegen dreier kleinerer Vergehen jahrelang ins Gefängnis zu werfen.,1,1,10,0,0,10,1,8,0,8
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,Es ist eventuell bei mehrfacher Verurteilung keine Verhältnismäßigkeit gegeben.,1,1,9,0,0,9,0.7571704,9,2,7
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,Es könnten neue Probleme entstehen und verursacht werden,-1,0.620630387,8,5,3,0,0.207466776,8,6,2
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"Es scheint mir das Beste zu sein, Frieden zwischen unserem Land und dem Rest der Welt zu erreichen",0,0.72975751,7,0,5,2,0,7,7,0
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"Es sollte nicht abgeschafft werden, da dieses Gesetz wiederholte Verbrechen verhindert",-1,1,8,8,0,0,1,8,0,8
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,Gefährliche Verbrecher kommen so auf freien Fuss.,-1,1,7,7,0,0,0.54417284,7,3,4
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"Ich bin nicht damit einverstanden, Gesetze leichtfertig zu beseitigen, da viele etabliert sind und ihr Ziel erfüllen",-1,1,10,10,0,0,0.434892244,9,5,4
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"Ich stimme dem zu, da dies ein großer Fortschritt für den Weltfrieden sein könnte",1,0.689208087,10,0,3,7,0.214398515,9,7,2
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"Ich stimme der Zeit zu, Gesetze zu beseitigen oder zu ändern, da einige nicht an die Gegenwart und die Veränderungen der Gesellschaft angepasst sind",1,0.792330305,10,1,1,8,0.506625129,9,4,5
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"Ja, dieses Gesetz würde es Kriminellen nur erlauben, ihre Verbrechen zu rechtfertigen, damit sie freigesprochen werden können.",1,0.710977055,10,2,1,7,0.153735197,7,6,1
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"Jemand, der immer wieder straffällig wird, scheint uneinsichtig in seinem moralischen Handeln und muss in Folge dessen mit immer eindringlicheren Strafen zur richtigen gesellschaftl. Teilhabe reguliert werden.",-1,0.905540969,10,9,0,1,0.683431944,9,3,6
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"Man sollte bedenken, dass damit Wiederholungstäter bestrft werden, indooferne ist es ein gute Gesetz.",-1,0.89753052,10,9,0,1,0.864807568,9,1,8
We should abolish the three-strikes laws,Wir sollten die drei Gesetze abschaffen.,"Man sollte die genauen Hintergründe der Taten erläutern und berücksichtigen, warum eine Tat begangen wurde.",1,1,5,0,0,5,0.572742081,5,2,3
