topic_EN,topic_NL,argument_NL,stance_label,stance_conf,stance_num_labelers,stance_con,stance_neutral,stance_pro,quality_score,quality_num_labelers,quality_negative,quality_positive
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,Sommige mensen kunnen het echt niet betalen. En iedereen heeft recht op een advocaat.,1,0.902076397,10,1,0,9,0.631842672,10,4,6
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,alle mensen hebben het recht om zichzelf te verdedigen,1,0.93166658,11,0,1,10,0.538675218,10,5,5
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,"als het verplicht moet zijn, aangezien de staat de dienst garandeert",1,1,10,0,0,10,,,,
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,"de persoon is vrij om de advocaat te kiezen die hij wil
 ",-1,0.81896131,10,8,0,2,0.740270896,10,3,7
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,deze helpen de verdediging van verschillende verdachten,1,1,10,0,0,10,0.29297454,10,7,3
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,deze mensen zijn erg belangrijk als het gaat om de verdediging van een beklaagde,1,1,10,0,0,10,,,,
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,deze voorstanders helpen mensen die niet over het budget beschikken om er een in te huren,1,1,10,1,0,9,1,5,0,5
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,"deze zijn belangrijk bij de verdediging van een verdachte
 ",1,0.891849253,10,0,1,9,,,,
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,dit feit lijkt mij erg goed en belangrijk,1,1,10,0,0,10,0.214548906,9,7,2
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,elke persoon is vrij om te kiezen of hij zijn openbare of particuliere verdediging wil,-1,0.832270661,10,8,0,2,0.740270896,10,3,7
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,het gebruik van openbare verdedigers mag niet verplicht zijn,-1,1,10,10,0,0,,,,
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,het lijkt me goed omdat er mensen zijn die zichzelf niet kunnen verdedigen,1,0.923668361,10,1,0,9,0.740270896,10,3,7
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,het lijkt mij correct om deze maatregel te nemen,1,1,10,0,0,10,1,5,0,5
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,"het lijkt mij juist, zodat de verdachte een eerlijke verdediging heeft",1,1,10,0,0,10,,,,
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,https://annotate.appen.com/ asddddddddddddddddddddd,0,1,10,0,10,0,0,10,10,0
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,https://annotate.appen.com/ asddddddddddddddddddddd,0,1,10,0,10,0,0,9,9,0
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,https://annotate.appen.com/ asddddddddddddddddddddd,0,1,10,0,10,0,0,10,10,0
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,https://annotate.appen.com/ asddddddddddddddddddddd,0,1,10,0,10,0,0,9,9,0
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,https://annotate.appen.com/ asddddddddddddddddddddd,0,1,10,0,10,0,0,9,9,0
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,https://annotate.appen.com/ asddddddddddddddddddddd,0,1,10,0,10,0,0,10,10,0
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,https://annotate.appen.com/ asddddddddddddddddddddd,0,1,10,0,10,0,0,9,9,0
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,https://annotate.appen.com/ asddddddddddddddddddddd,0,1,10,0,10,0,0,10,10,0
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,in de ruimste zin het gebrek aan geloof in het bestaan ​​van Deidade,0,0.825744758,10,1,8,1,0.110985527,10,9,1
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,in de ruimste zin het gebrek aan geloof in het bestaan ​​van Deidade,0,0.825744758,10,1,8,1,0,10,10,0
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,in de ruimste zin het gebrek aan geloof in het bestaan ​​van Deidade,0,0.825744758,10,1,8,1,0,10,10,0
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,in de ruimste zin het gebrek aan geloof in het bestaan ​​van Deidade,0,0.825744758,10,1,8,1,0,9,9,0
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,in de ruimste zin het gebrek aan geloof in het bestaan ​​van Deidade,0,0.825744758,10,1,8,1,0,9,9,0
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,in de ruimste zin het gebrek aan geloof in het bestaan ​​van Deidade,0,0.825744758,10,1,8,1,0,10,10,0
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,"nee Het gebruik van openbare verdedigers moet verplicht zijn, iedereen betaalt zelf",1,1,10,0,0,10,0.246944942,9,7,2
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,"nee, het gebruik van openbare verdedigers mag niet verplicht zijn",-1,1,10,10,0,0,0.184375178,10,8,2
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,of het gebruik van openbare verdedigers niet verplicht mag zijn.,-1,1,10,10,0,0,,,,
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,of het gebruik van openbare verdedigers verplicht moet zijn.,1,1,10,0,0,10,,,,
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,"openbare verdedigers moeten we ze privatiseren omdat ze, omdat ze van openbare orde zijn, hun taken niet goed vervullen",-1,1,10,10,0,0,0.783341005,9,2,7
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,"openbare verdedigers moeten we ze privatiseren omdat ze, omdat ze van openbare orde zijn, hun taken niet goed vervullen.",-1,0.902253308,10,9,0,1,,,,
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,sdfffffffffffffffffffffffffffffffffff sdffffffffffffffffffffffff,0,1,10,0,10,0,0,10,10,0
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,sdfffffffffffffffffffffffffffffffffff sdffffffffffffffffffffffff,0,1,10,0,10,0,0,9,9,0
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,sdfffffffffffffffffffffffffffffffffff sdffffffffffffffffffffffff,0,1,10,0,10,0,0,12,12,0
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,sdfffffffffffffffffffffffffffffffffff sdffffffffffffffffffffffff,0,1,10,0,10,0,0,10,10,0
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,sdfffffffffffffffffffffffffffffffffff sdffffffffffffffffffffffff,0,1,10,0,10,0,0,9,9,0
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,ze zijn zeer noodzakelijk op het moment van het oordeel van een persoon,1,1,10,0,0,10,0.491222778,10,5,5
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,zijn belangrijk voor mensen die terechtstaan,1,1,10,0,0,10,0.310920038,10,7,3
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,zijn onmisbaar voor de verdediging van een verdachte,1,1,10,0,0,10,0.459088797,9,5,4
The use of public defenders should be mandatory,Het gebruik van openbare voorvechters moet verplicht zijn,öffentliche Verteidigung eberia sr obligatorisch für alle Bürger,1,1,10,0,0,10,1,5,0,5
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,Absoluut niet. De Olympische Spelen zijn het toppunt van sport ter wereld en geven atleten uit kleine landen de kans om op hoog niveau te strijden.,-1,0.918906925,10,9,0,1,1,10,0,10
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,"De Olympische Spelen zijn goed voor de stad waar ze plaatsvinden, omdat ze economisch helpen bij het bezoeken van toeristen die verblijven in hotels in de landen waar het evenement plaatsvindt.",-1,0.910148945,10,9,0,1,,,,
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,De Olympische Spelen zijn te duur geworden.,1,1,10,0,0,10,0.232004665,9,7,2
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,"De eerste moderne Olympische Spelen, waarbij het IOC (Internationaal Olympisch Comité) de show leidde, werden gehouden in Athene, Griekenland, in 1896",0,0.610605779,10,4,6,0,,,,
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,Die Olympischen Spiele seit ihrer Erfindung waren für eine großartige Lösung in der Welt,-1,0.78884725,10,8,0,2,0.908664851,10,1,9
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,Die Olympischen Spiele sind eine Korruption,1,1,10,0,0,10,0.40378893,10,6,4
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,"Het is een openbare dienst, met als doel degenen die beschuldigd of beschuldigd worden van een misdaad, een eenvoudige misdaad of een misdrijf, te verdedigen",0,0.770188148,10,0,8,2,0.374105783,10,6,4
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,"Het is een openbare dienst, met als doel degenen die beschuldigd of beschuldigd worden van een misdaad, een eenvoudige misdaad of een misdrijf, te verdedigen",0,0.770188148,10,0,8,2,0.809176995,9,2,7
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,"Het is een openbare dienst, met als doel degenen die beschuldigd of beschuldigd worden van een misdaad, een eenvoudige misdaad of een misdrijf, te verdedigen",0,0.770188148,10,0,8,2,0.199934511,10,8,2
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,"Het is een openbare dienst, met als doel degenen die beschuldigd of beschuldigd worden van een misdaad, een eenvoudige misdaad of een misdrijf, te verdedigen",0,0.770188148,10,0,8,2,0.33415722,9,6,3
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,"Het is een openbare dienst, met als doel degenen die beschuldigd of beschuldigd worden van een misdaad, een eenvoudige misdaad of een misdrijf, te verdedigen",0,0.770188148,10,0,8,2,1,5,0,5
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,"Het is een openbare dienst, met als doel degenen die beschuldigd of beschuldigd worden van een misdaad, een eenvoudige misdaad of een misdrijf, te verdedigen",0,0.770188148,10,0,8,2,0.465440933,10,5,5
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,"Het is een openbare dienst, met als doel degenen die beschuldigd of beschuldigd worden van een misdaad, een eenvoudige misdaad of een misdrijf, te verdedigen",0,0.770188148,10,0,8,2,0.108428224,10,9,1
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,"Het lijkt geen goed idee, omdat ze hiermee jongeren helpen zichzelf te promoten in de sport.",-1,1,10,10,0,0,0.587742217,10,4,6
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,"Het moet worden geëlimineerd omdat dit evenement een ongelooflijk verlies aan middelen genereert, wat zou moeten zijn om de atleten die er naartoe komen te trainen",1,1,10,0,0,10,0.911139479,9,1,8
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,Ik ben het daar niet mee eens omdat het een ontmoetingsplaats is voor atleten van hoog niveau en om de kwaliteit ervan te kunnen aantonen in hun training,-1,1,10,10,0,0,1,9,0,9
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,Ik vind het een heel slecht idee om ze te willen verbieden omdat ze de samenleving helpen,-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,It would be sad for people wanting to be on that stage. As a sport person that's really important.,-1,1,10,10,0,0,0.875313615,9,1,8
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,Voor sporters is het een belangrijk prijs.,-1,0.918906925,10,9,0,1,0.199934511,10,8,2
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,We kunnen de Olympische Spelen niet laten sterven omdat ze bijdragen aan het behoud van een sportieve traditie en het bevorderen van gezonde concurrentie.,-1,1,10,10,0,0,1,10,0,10
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,We moeten de Olympische Spelen afschaffen is de corruptie zelf met al haar gezichten,1,1,10,0,0,10,0.718934246,10,3,7
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,"We moeten de Olympische Spelen afschaffen, omdat het alleen maar corruptie is",1,1,10,0,0,10,0.291288267,10,7,3
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,We moeten de Olympische Spelen elimineren vanwege hun hoge kosten en de vernietiging van het milieu.,1,1,10,0,0,10,0.783341005,9,2,7
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,We moeten deze aandacht gebruiken om een einde te maken aan deze misstanden en de menselijke waardigheid te waarborgen.,-1,0.512495415,10,5,1,4,0.539935492,8,4,4
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,"Wir sollten die Olympischen Spiele abschaffen, weil es keinen Sinn macht, an Ihrem Buya festzuhalten, nur um einigen zu helfen",1,1,10,0,0,10,0,9,9,0
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,ablenkend und erholsam für alle Altersgruppen,-1,1,10,10,0,0,0.29126966,10,7,3
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,als we de Olympische Spelen zouden afschaffen,1,1,10,0,0,10,0,10,10,0
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,de olympische spelen helpen landen om niet alleen met sport samen te werken,-1,1,10,10,0,0,1,10,0,10
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,de olympische spelen vullen alleen de portemonnee van de burgerij,1,0.907852651,10,1,0,9,0.122370921,9,8,1
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,"deze bevorderen sport en participatie in de samenleving
 ",-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,deze games helpen de samenwerking tussen landen,-1,0.721609702,10,7,0,3,0.81492702,9,2,7
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,deze spellen zijn al vele jaren een show van discipline,-1,0.926244126,10,9,1,0,0.875313615,9,1,8
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,deze spellen zijn belangrijk voor de landen,-1,1,11,11,0,0,0.354935309,10,6,4
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,deze spellen zijn vele jaren oud en het is al een traditie,-1,0.886347086,10,8,0,2,1,5,0,5
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,deze zijn te duur voor de staat die infrastructuren creëert die later niet worden gebruikt,1,1,11,0,0,11,1,10,0,10
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,"en verenigen de landen, we moeten ze blijven vieren",-1,0.80074358,10,8,0,2,0.33415722,9,6,3
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,"helpen bij de hereniging van landen en de onderlinge samenwerking
 ",-1,0.926244126,10,9,1,0,1,9,0,9
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,https://annotate.appen.com/ asddddddddddddddddddddd,0,0.910148945,10,0,9,1,0,10,10,0
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,https://annotate.appen.com/ asddddddddddddddddddddd,0,0.910148945,10,0,9,1,0,9,9,0
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,https://annotate.appen.com/ asddddddddddddddddddddd,0,0.910148945,10,0,9,1,0,10,10,0
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,https://annotate.appen.com/ asddddddddddddddddddddd,0,0.910148945,10,0,9,1,0,9,9,0
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,https://annotate.appen.com/ asddddddddddddddddddddd,0,0.910148945,10,0,9,1,0,9,9,0
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,https://annotate.appen.com/ asddddddddddddddddddddd,0,0.910148945,10,0,9,1,0,10,10,0
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,https://annotate.appen.com/ asddddddddddddddddddddd,0,0.910148945,10,0,9,1,0,9,9,0
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,https://annotate.appen.com/ asddddddddddddddddddddd,0,0.910148945,10,0,9,1,0,10,10,0
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,ja ja we moeten de Olympische Spelen afschaffen,1,1,10,0,0,10,,,,
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,nee We moeten de Olympische Spelen afschaffen omdat ze vermakelijk zijn,-1,1,10,10,0,0,1,5,0,5
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,nee We moeten de Olympische Spelen afschaffen. Dit is een hulp voor jongeren,-1,0.918906925,10,9,0,1,0.719105383,10,3,7
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,"nee, we moeten de Olympische Spelen niet afschaffen",-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,om deel te nemen moeten mensen een zeer hoog bedrag uitgeven,1,1,10,0,0,10,0.351604605,9,6,3
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,sport en teamparticipatie bevorderen,-1,0.902983492,10,9,0,1,0.701371607,9,3,6
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,we moeten de Olympische Unie niet verbieden,-1,1,10,10,0,0,0,9,9,0
We should abolish the Olympic Games,We moeten de Olympische Spelen afschaffen.,zijn belangrijk in de sportwereld over de hele wereld,-1,0.90996461,10,9,0,1,0.32098452,9,6,3
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,"3 strikes ""Wetten zullen de meest gewelddadige misdaden niet afschrikken",1,1,10,0,0,10,0.774422094,5,1,4
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,"3 strikes ""Wetten zullen de meest gewelddadige misdaden niet afschrikken",1,1,10,0,0,10,1,5,0,5
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,"Als men telkens de verkeerde fout maakt dan wil men er ook niet van leren. 
Ik ben dan wel voor 3x zelfde fout dan meer straf maar dan moet het wel in verband zijn met zaak 1, 2 en 3.",1,0.512210957,10,5,0,5,,,,
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,"De drie wetten werken niet, trek ze in",1,1,10,0,0,10,,,,
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,"Die drei Gesetze, wenn sie jeden Bürger abschaffen würden, würden mit seinem Leben fo",1,1,10,0,0,10,,,,
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,"Dit is een dienst die kan worden geopend, met als ontaarde de beschuldigde van beschuldigde van misdaad, eenvoudige misdaad of misdrijf, te",1,0.663726322,10,4,0,6,1,5,0,5
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,Het lijkt me slecht omdat het al meerdere jaren wordt geïmplementeerd,-1,0.902007217,10,9,0,1,,,,
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,"Ik ben het er niet mee eens wanneer een wet van kracht is, deze mag niet worden verwijderd",-1,0.901243373,11,10,0,1,0.428120853,10,5,5
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,"Ik denk dat het erg slecht is om erover na te denken, omdat het helpt om mensen met ernstige misdaden te veroordelen",-1,0.809341979,10,8,0,2,0.918868757,10,1,9
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,"Ik denk dat het verkeerd is, aangezien deze wet de samenleving helpt",-1,0.770188148,10,8,0,2,0.401402765,10,6,4
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,Ja We moeten de drie aanvalswetten afschaffen om meer veiligheid te bieden,1,0.918906925,10,1,0,9,0.800065489,10,2,8
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,Ja We moeten de drie aanvalswetten afschaffen om meer veiligheid te bieden.,1,0.88451453,10,1,0,9,0.637489552,10,4,6
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,Maar goed als je steeds de zelfde fout maakt dan heb je er niet van geleerd.,1,0.595892096,10,4,0,6,0.328394215,9,6,3
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,Per zaak bekijken en niet de verleden erbij halen,1,0.898664944,10,1,0,9,,,,
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,"U mag niet, we maken allemaal fouten en we kunnen veranderen en onze fouten goedmaken",-1,1,10,10,0,0,0.918868757,10,1,9
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,"We hebben de wetten nodig, zonder hen zou er anarchie zijn",-1,0.913363736,10,9,0,1,0.626065354,10,4,6
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,We moeten de drie aanvalswetten niet afschaffen,-1,1,10,10,0,0,,,,
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,We moeten de drie stakingswetten afschaffen omdat ze schadelijk zijn,1,1,10,0,0,10,1,5,0,5
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,We moeten de drie stakingswetten afschaffen omdat ze schadelijk zijn.,1,1,10,0,0,10,0.294102117,9,6,3
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,We moeten de driestakingswetten afschaffen omdat ze alleen de bevoorrechten ten goede komen,1,1,10,0,0,10,,,,
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,"Wir können die Gesetze nicht abschaffen, die uns sehr geholfen ha",-1,1,10,10,0,0,1,5,0,5
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,"Wir sollten die Drei-Streik-Gesetze abschaffen und ein anderes bekommen, das bessere Vorschriften hat",1,1,10,0,0,10,0.918868757,10,1,9
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,Zal de meeste gewelddadige misdaden niet afschrikken Maar deze wetten zullen waarschijnlijk niet voorkomen dat veel criminelen gewelddadige handelingen plegen. Voor een ding,1,0.672109989,10,3,1,6,1,5,0,5
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,als we de drie aanvalswetten zouden afschaffen,1,0.902983492,10,1,0,9,0.11173522,9,8,1
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,als we de drievoudige wetten zouden afschaffen,1,1,10,0,0,10,0,10,10,0
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,"de wetten zijn gemaakt om te worden afgeschaft of gewijzigd op het moment dat ze niet meer van toepassing zijn, het is beter om ze te schrappen",1,1,10,0,0,10,,,,
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,deze wet is belast met het geven van lange straffen aan criminelen wier misdaden zeer ernstig zijn,-1,0.707032689,10,7,0,3,0.912082144,9,1,8
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,deze wet is van toepassing op mensen wier straf erg lang is,-1,0.709053299,10,7,0,3,0,9,9,0
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,deze wet wordt sinds enkele jaren toegepast om de orde te waarborgen,-1,0.832270661,10,8,0,2,0.631842672,10,4,6
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,"deze wetten deden weinig goed omdat ze mensen veroordeelden die onschuldig waren
 ",1,0.926244126,10,0,1,9,0.868279719,9,1,8
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,dit helpt bij het behoud en de orde en gerechtigheid,-1,0.718439135,10,7,0,3,0.216658995,9,7,2
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,het afschaffen van de drie wetten kan ongeluk brengen,-1,0.917371512,10,9,0,1,0,9,9,0
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,het is een wet die de vervulling van gerechtigheid dient,-1,0.918906925,10,9,0,1,0.772117395,10,2,8
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,"het is niet juist om het af te schaffen, omdat daarmee gerechtigheid wordt vervuld",-1,0.901642882,10,9,0,1,,,,
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,het lijkt mij verkeerd omdat dit de samenleving helpt,-1,1,10,10,0,0,,,,
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,"hielp slechte mensen eindelijk het gewicht van de wet te verlagen
 ",1,0.503641136,10,5,0,5,,,,
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,hiermee heeft het geholpen om mensen te veroordelen en te betalen voor hun daden,-1,0.918906925,10,9,0,1,0.690986152,10,3,7
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,https://annotate.appen.com/ asddddddddddddddddddddd,0,1,10,0,10,0,0,10,10,0
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,https://annotate.appen.com/ asddddddddddddddddddddd,0,1,10,0,10,0,0,9,9,0
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,https://annotate.appen.com/ asddddddddddddddddddddd,0,1,10,0,10,0,0,10,10,0
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,https://annotate.appen.com/ asddddddddddddddddddddd,0,1,10,0,10,0,0,9,9,0
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,https://annotate.appen.com/ asddddddddddddddddddddd,0,1,10,0,10,0,0,9,9,0
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,https://annotate.appen.com/ asddddddddddddddddddddd,0,1,10,0,10,0,0,10,10,0
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,https://annotate.appen.com/ asddddddddddddddddddddd,0,1,10,0,10,0,0,9,9,0
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,https://annotate.appen.com/ asddddddddddddddddddddd,0,1,10,0,10,0,0,10,10,0
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,nee We moeten de driestakingswetten afschaffen omdat we in anarchie blijven,-1,0.761866139,10,8,0,2,0.46375466,10,5,5
We should abolish the three-strikes laws,We moeten de drie-stakingen afschaffen.,nein Wir sollten die Drei-Streik-Gesetze esta es la adecuada abschaffen,-1,0.923668361,10,9,0,1,0,10,10,0
We should adopt atheism,We zouden atheïsme moeten adoperen.,"Atheismus anzunehmen wäre eine schreckliche Belehrung, die vorgibt, es gäbe keinen Gott",-1,1,10,10,0,0,,,,
We should adopt atheism,We zouden atheïsme moeten adoperen.,Atheismus anzunehmen wäre lineares Denken an vorderster Front,1,0.825744758,10,2,0,8,0,10,10,0
We should adopt atheism,We zouden atheïsme moeten adoperen.,"Atheïsme is in verschillende landen, voornamelijk die van het Aziatische en Afrikaanse continent, atheïst zijn of de dominante religie van deze regio niet steunen kan met de doodstraf worden bestraft",-1,0.660271743,10,6,0,4,0.795974444,10,2,8
We should adopt atheism,We zouden atheïsme moeten adoperen.,"Het is een openbare dienst, met als doel degenen die beschuldigd of beschuldigd worden van een misdaad, een eenvoudige misdaad of een misdrijf, te verdedigen",0,0.708128118,10,0,7,3,0.374105783,10,6,4
We should adopt atheism,We zouden atheïsme moeten adoperen.,"Het is een openbare dienst, met als doel degenen die beschuldigd of beschuldigd worden van een misdaad, een eenvoudige misdaad of een misdrijf, te verdedigen",0,0.708128118,10,0,7,3,0.809176995,9,2,7
