topic_EN,topic_FR,argument_FR,stance_label,stance_conf,stance_num_labelers,stance_con,stance_neutral,stance_pro,quality_score,quality_num_labelers,quality_negative,quality_positive
The use of public defenders should be mandatory,L'utilisation des défenseurs publics devrait être obligatoire,"Seize pays européens et Israël ont des lois contre le déni de l'Holocauste, le déni du meurtre génocidaire systématique d'environ six millions",0,0.503230603,6,1,3,2,0.338730117,6,4,2
The use of public defenders should be mandatory,L'utilisation des défenseurs publics devrait être obligatoire,"Seize pays européens et Israël ont des lois contre le déni de l'Holocauste, le déni du meurtre génocidaire systématique d'environ six millions",0,0.503230603,6,1,3,2,0.115622396,10,9,1
The use of public defenders should be mandatory,L'utilisation des défenseurs publics devrait être obligatoire,Si nous avons un avocat pour nous défendre nous seront sur d'être mieux représenté car il connait les lois en vigueur,1,1,10,0,0,10,0.557191271,10,5,5
The use of public defenders should be mandatory,L'utilisation des défenseurs publics devrait être obligatoire,Tout le monde a le droit d'être défendu  lors d'une comparution au tribunal et le défenseur public est mandaté pour apporter une assistante  légale à des personnes ayant peu de moyens financiers.,1,0.821416413,10,2,0,8,1,10,0,10
The use of public defenders should be mandatory,L'utilisation des défenseurs publics devrait être obligatoire,Tout le monde a le droit d'être représenté d'un avocat.,1,0.91324499,10,1,0,9,0.169219714,10,8,2
The use of public defenders should be mandatory,L'utilisation des défenseurs publics devrait être obligatoire,"Un avocat public ne demande pas d'argent comme un avocat privé, ce qui aide les pauvres qui n'ont pas d'argent à embaucher un avocat privé",1,1,6,0,0,6,0.881715492,6,1,5
The use of public defenders should be mandatory,L'utilisation des défenseurs publics devrait être obligatoire,cela est assez compliqué à réaliser.,-1,0.835482959,6,5,1,0,0,6,6,0
The use of public defenders should be mandatory,L'utilisation des défenseurs publics devrait être obligatoire,certaines personnes ne peuvent pas se permettre d’embaucher un avocat,1,1,10,0,0,10,0.904920513,10,1,9
The use of public defenders should be mandatory,L'utilisation des défenseurs publics devrait être obligatoire,défenseurs publics pour tous dans la société,1,1,6,0,0,6,0,6,6,0
The use of public defenders should be mandatory,L'utilisation des défenseurs publics devrait être obligatoire,la personne détenue devrait avoir le droit de décider qui sera sa défense ne devrait pas nécessairement être un défenseur public,-1,0.624224772,10,6,0,4,,,,
The use of public defenders should be mandatory,L'utilisation des défenseurs publics devrait être obligatoire,le defenseur public doit etre au service du public,1,1,10,0,0,10,,,,
The use of public defenders should be mandatory,L'utilisation des défenseurs publics devrait être obligatoire,le défenseur public devrait être pour toute la société de l'égalité,1,0.820276987,10,2,0,8,0.115622396,10,9,1
The use of public defenders should be mandatory,L'utilisation des défenseurs publics devrait être obligatoire,le mandat empeche certaines personnes dans le besoin d'avoir acces a un avocat,1,0.589002488,10,4,0,6,0.347079599,10,6,4
The use of public defenders should be mandatory,L'utilisation des défenseurs publics devrait être obligatoire,"le recours à des défenseurs publics dans les procédures judiciaires ne devrait en aucun cas être obligatoire, il existe également des défenseurs privés",-1,1,6,6,0,0,0.135855907,6,5,1
The use of public defenders should be mandatory,L'utilisation des défenseurs publics devrait être obligatoire,les défenseurs publics  sont la pour aider les gens gratuitement .,1,0.823272693,10,2,0,8,,,,
The use of public defenders should be mandatory,L'utilisation des défenseurs publics devrait être obligatoire,les défenseurs publics devraient être une obligation pour les citoyens,1,1,10,0,0,10,0,10,10,0
The use of public defenders should be mandatory,L'utilisation des défenseurs publics devrait être obligatoire,les défenseurs publics ne devraient pas être au service,-1,1,10,10,0,0,0.086419095,10,9,1
The use of public defenders should be mandatory,L'utilisation des défenseurs publics devrait être obligatoire,les défenseurs publics nous devons les privatiser car étant d'ordre public ils ne remplissent pas bien leurs fonctions,-1,0.777244898,20,15,0,5,0.475855945,7,3,4
The use of public defenders should be mandatory,L'utilisation des défenseurs publics devrait être obligatoire,"les défenseurs publics sont ceux qui sont le mieux formés, qui connaissent le mieux les lois françaises donc plus à même de nous défendre",1,0.914150295,10,1,0,9,0.916777239,10,1,9
The use of public defenders should be mandatory,L'utilisation des défenseurs publics devrait être obligatoire,"les prévenus doivent pouvoir choisir entre les défenseurs. Les défenseurs publics ne peuvent pas plaider si l'affaire est contre l'état, il ne serait pas impartial",-1,0.899000632,10,9,0,1,0.783325942,10,3,7
The use of public defenders should be mandatory,L'utilisation des défenseurs publics devrait être obligatoire,"les suspects ne méritent pas les défenseurs publics, ils peuvent engager leur propre avocat, le gouvernement ne devrait pas payer d'argent supplémentaire en faveur des suspects",-1,1,10,10,0,0,0.887605316,10,1,9
The use of public defenders should be mandatory,L'utilisation des défenseurs publics devrait être obligatoire,nous devons encourager le recours obligatoire aux défenseurs publics dans tout processus judiciaire,1,1,10,0,0,10,0,10,10,0
The use of public defenders should be mandatory,L'utilisation des défenseurs publics devrait être obligatoire,oui pour avoir une égalité dans nos défenses,1,1,10,0,0,10,0.572051022,10,5,5
The use of public defenders should be mandatory,L'utilisation des défenseurs publics devrait être obligatoire,pour défendre les libertés individuelles,1,0.88673916,10,0,1,9,,,,
The use of public defenders should be mandatory,L'utilisation des défenseurs publics devrait être obligatoire,"pour ne pas submerger les tribunaux, il faut un filtre, le mandat, pour acceder aux avocats publics",-1,0.826814218,6,5,0,1,0.738709005,6,2,4
The use of public defenders should be mandatory,L'utilisation des défenseurs publics devrait être obligatoire,puplic défenseur est le moyen de gagner votre propre cas donc vous êtes obligé d’utiliser un,1,0.71827377,10,2,1,7,0,10,10,0
The use of public defenders should be mandatory,L'utilisation des défenseurs publics devrait être obligatoire,"s'il doit être obligatoire, puisque l'État garantit le service",1,0.904326237,10,1,0,9,0.458495871,5,2,3
The use of public defenders should be mandatory,L'utilisation des défenseurs publics devrait être obligatoire,si elle devait être interdite car elle est une dépense plus à la charge des contribuables,-1,0.835482959,6,5,1,0,0.669803138,6,2,4
The use of public defenders should be mandatory,L'utilisation des défenseurs publics devrait être obligatoire,si elle devrait être obligatoire parce qu'il y a beaucoup de gens qui présentent injustement la loi et n'ont aucun moyen de se défendre,1,1,10,0,0,10,0.801629009,10,2,8
The use of public defenders should be mandatory,L'utilisation des défenseurs publics devrait être obligatoire,si le recours à des défenseurs publics devrait être obligatoire.,1,0.897996783,10,0,1,9,0,10,10,0
The use of public defenders should be mandatory,L'utilisation des défenseurs publics devrait être obligatoire,"suivant le contexte du procès, il serait préférable de ne pas avoir recours à des défenseurs publics car il pourrait y avoir conflit d’intérêt",-1,1,10,10,0,0,0.536176649,10,4,6
The use of public defenders should be mandatory,L'utilisation des défenseurs publics devrait être obligatoire,toute personne poursuivie doit avoir droit à un avocat,1,0.800917144,9,2,0,7,0.211616441,9,7,2
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,Aucune idée désolé l équipe  je dois passer aux suivant,0,1,10,0,10,0,,,,
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,"Avec la situation mondiale de covid19, les jeux olympiques sont un risque qui pourra propager le virus",1,1,10,0,0,10,,,,
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,C'est très couteux et inutile comme projet.,1,1,10,0,0,10,0.161777645,10,8,2
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,"C'est un peu malsain de faire une compétition et d'éliminer les plus mauvais devant tout le monde, c'est un jeu un peu cruel.",1,1,10,0,0,10,,,,
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,C'est un temps de solidarite ou tout le monde doit se rencontrer en prenant les precautions necessaires,-1,0.898643473,10,9,1,0,0.721504283,10,3,7
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,Cela permet aux peuples de se réunir autour d'un idéal.,-1,0.898582649,10,9,0,1,0.375465204,10,6,4
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,"Comme à l'époque d'antan, les jeux olympiques devraient exister afin de préserver de bonnes relations entre chaque nation. De plus, c'est un bon moyen pour honorer son pays.",-1,1,10,10,0,0,1,10,0,10
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,"Encourager la compétition pour de l'argent, c'est peu profitable à la communauté.",1,0.803791799,10,2,1,7,0.636821313,5,2,3
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,IL NE DEVRAIT PAS ÊTRE SUPPRIMÉ CAR CELA PERMET À TOUTES LES NATIONS DE DÉMONTRER LEUR CROISSANCE DANS LES SPORTS ET L'UNION DU MONDE.,-1,1,6,6,0,0,0.856993513,6,1,5
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,Il ne faut pas l'interdire car ce sont des centres où les sportifs de haut niveau se rencontrent pour montrer leur potentiel,-1,1,10,10,0,0,0.830780286,10,2,8
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,Ils devraient être interdits car nous sommes en période de pandémie et ceux-ci sont une source claire de propagation de la covid-19.,1,1,10,0,0,10,0.928978454,10,1,9
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,Je pense que c'est faux car cela encourage le sport chez les jeunes,-1,0.898643473,10,9,0,1,0.721504283,10,3,7
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,"Jeux olympiques promus aux athlètes pour donner le meilleur d'eux-mêmes pour essayer de trouver une place dans la compétition, promouvoir l'amitié, l'effort, le travail d'équipe et la discipline",-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,L'abolition des Jeux Olympiques est de la plus grande nécessité compte tenu de la propagation des maladies infectieuses dans le monde et des risques pouvant résulter de rassemblements de cette ampleur.,1,1,10,0,0,10,1,10,0,10
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,Les Jeux Olympique  aident les jeunes a participé aux différents sports et faire des rencontres .,-1,1,6,6,0,0,1,6,0,6
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,Les Jeux Olympique gaspillent beaucoup d'argent et nuisent a l'économie du pays organisateur .,1,1,10,0,0,10,1,10,0,10
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,Les Jeux Olympiques contribuent à promouvoir le sport et la santé dans le pays hôte,-1,1,10,10,0,0,0.946402682,10,1,9
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,Les Jeux Olympiques devraient être interdits car ils utilisent les ressources publiques des pays qui devraient être utilisées pour développer une vie meilleure pour tous les citoyens.,1,0.898643473,10,1,0,9,1,10,0,10
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,Les Jeux Olympiques drainent financièrement les villes hôtes,1,1,10,0,0,10,0.645358578,10,4,6
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,"Les Jeux Olympiques génèrent une grande dépense pour le pays hôte en raison de toute la logistique qui doit être prise en compte pour leur réalisation ; par conséquent, ils ne devraient pas être réalisés",1,1,6,0,0,6,0.856993513,6,1,5
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,Les Jeux Olympiques ne font pas la promotion des athlètes et ne sont qu'une ponction d'argent.,1,1,6,0,0,6,0.669803138,6,2,4
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,Les Jeux Olympiques permettent aux meilleurs athlètes de la planète de démontrer leur savoir-faire et aptitudes.,-1,1,10,10,0,0,0.884377604,10,1,9
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,Les Jeux Olympiques sont bons pour la ville dans laquelle ils ont lieu car ils aideront économiquement les touristes en visite qui séjournent dans les hôtels des pays où se déroule l'événement.,-1,0.896860137,10,9,0,1,1,5,0,5
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,"Les Jeux Olympiques sont entachés de scandales, corruption et brimades des droits humains. Enrichir les multinationales au détriment de la population qui en paie le prix.",1,1,10,0,0,10,1,10,0,10
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,Les Jeux Olympiques sont très importants mais pour le moment ils devraient être reportés de quelques années car le Covid-19 n'a pas été arrêté.,1,0.602550799,10,4,0,6,0.759578953,10,3,7
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,Les Jeux Olympiques sont un tournoi sportif mondial qui rassemble les gens du monde entier et encourage les sports de toutes sortes,-1,1,6,6,0,0,0.881715492,6,1,5
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,Les Jeux Olympiques sont un événement sportif qui rassemble tous les peuples du monde et est un sport amusant,-1,0.910686318,10,9,0,1,,,,
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,"Les Jeux Olympiques sont une occasion spéciale pour le monde de renforcer les relations entre les peuples et d'encourager une concurrence honnête et bénéfique , donc il n'est pas conseillé de les annuler.",-1,1,10,10,0,0,1,10,0,10
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,Les Jeux olympiques ne sont qu'une dépense pour la nation; le faire est un gaspillage d'argent.,1,1,10,0,0,10,,,,
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,Les Jeux olympiques représentent un événement sportif mondial auquel seuls les meilleurs athlètes de chaque pays participent,-1,1,10,10,0,0,0.378075018,10,6,4
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,Les Jeux olympiques sont un excellent moyen de montrer les meilleurs athlètes du monde.,-1,1,10,10,0,0,0.647369558,10,3,7
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,Les althletes participant au jeux oplympiques est une fierté de notre pays.,-1,1,10,10,0,0,0.423781965,10,5,5
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,Les athlets qui nous representent est une fierté nationale.,-1,1,6,6,0,0,0.331073021,6,4,2
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,Les comités olympiques sont souvent corrompus et l'organisation des Jeux met une pression astronomique sur les ressources du pays hôte.,1,1,10,0,0,10,0.918428062,10,1,9
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,Les jeux olympics sont une consumation capitalism.,1,1,10,0,0,10,0.60308025,10,4,6
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,Les jeux olympique est une belle manière de célébrer l'amitié et la paix entre les différente nation et voir que si on le veut l'harmonie entre les peuples est possible,-1,1,10,10,0,0,1,10,0,10
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,"Les jeux olympiques ne devraient pas être abolies car ils permettent de rallier les nations à travers les épreuves sportifs. De plus, ils permettent aux athlètes de mettre en avant leur talent.",-1,1,9,9,0,0,1,9,0,9
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,"Les jeux olympiques sont le meilleur du sport, qui rassemblent toutes les nations du monde et tous cela dans le respect de tous, sans discriminations",-1,1,6,6,0,0,1,6,0,6
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,Les jeux olympiques sont une période ou différents athlètes du monde entier portent l’étendard de leur nation et combattent fièrement pour l'honorer offrant un spectacle magnifique pour les yeux.,-1,1,10,10,0,0,0.941358138,10,1,9
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,Les jeux olympiques soont est plus un moyens pour les grandes entreprises de se faire du profit.,1,1,11,0,0,11,0.715474934,11,3,8
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,"Les olympique ne promeut plus l'excellence sportive, mais les pays qui ont le plus de moyens financiers pour permettre les entrainement et être capable de cacher le dopage",1,1,6,0,0,6,0.669803138,6,2,4
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,Les olympiques sont une bonne chose pour célébrer les bons aspects des différents peuples de la Terre.,-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,"Non, c'est un grand événement qui génère une grande économie",-1,0.821416413,10,8,0,2,0.721504283,10,3,7
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,"Non,les jeux olympiques sont des moments importants de partage entre pays et communauté et c'est essentiel pour nous tous.",-1,1,6,6,0,0,0.812809624,6,1,5
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,Nous devons abolir les Jeux Olympiques parce qu'ils sont devenus un instrument au profit des multinationales en exploitant les sportifs comme outils.,1,1,10,0,0,10,0.867801442,10,1,9
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,Nous devons maintenir les Jeux Olympiques car ils sont parmi les rares évènements à l'échelle planétaire où toutes personnes de différentes nationalités vivent en harmonie.,-1,0.826814218,6,5,0,1,0.812809624,6,1,5
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,Nous devrions encourager es jeux olympiques car ils sont un symbole universel de paix.,-1,0.887035216,10,9,0,1,,,,
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,Nousne  devons abolir pas les Jeux Olympiques car ils aident les sportifs à se surpasser et ainsi rehaussent le niveau national de chaque pays participant.,-1,1,6,6,0,0,1,6,0,6
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,Un grand rendez-vous réunissant une grande partie des pays dont les athlètes de haut niveau défendront  les couleurs. Ces jeux sont la fierté du pays hôte vers qui la planète entière convergera.,-1,1,10,9,0,1,,,,
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,"We moeten de Olympische Spelen afschaffen, maar alleen maffia brengen",1,0.826266008,10,2,0,8,,,,
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,We need to use this attention to end these abuses and ensure human dignity.,1,0.608770326,10,1,3,6,,,,
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,We should abolish the Olympic Games,1,1,10,0,0,10,0,10,10,0
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,afin d'empecher la propagation du virus,1,1,6,0,0,6,0.602853098,6,3,3
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,beaucoup trop de sports n'y sont pas représenté et c'est devenu trop financié,1,1,6,0,0,6,0.738709005,6,2,4
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,c'est pas le temp de faire le sport,1,1,6,0,0,6,0,6,6,0
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,ces jeux rassemblent des gens de nombreux pays,-1,1,6,6,0,0,0.551518629,6,3,3
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,"d'une certaine manière, bien qu'il représente une norme sportive élevée, de nombreux pays le prennent politiquement et il est mal vu",1,0.706785626,10,3,1,6,0.458495871,5,3,2
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,devrait être aboli car ils sont actuellement des lieux de rencontre pour les politiciens et les entreprises frauduleuses,1,0.892209619,10,1,0,9,0.830780286,10,2,8
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,en aucun cas les jeux ne devraient être éliminés car ils unissent les nations,-1,1,10,10,0,0,0.526531278,10,5,5
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,ils ne devraient pas interdire quelque chose qui crée des emplois,-1,1,10,10,0,0,0.521508312,10,5,5
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,ils ne devraient pas être abolis car c'est un point de rencontre pour les athlètes de haut niveau dont l'entraînement est des années de préparation,-1,1,10,10,0,0,1,10,0,10
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,ils sont une fete pour le sport mondial,-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,jeux olympiques sont un gaspillage d’argent il devrait être aboli,1,1,10,0,0,10,0.60308025,10,4,6
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,les jeux olympiques  permet aux populations et aux publics de se réunirent et faire de nouvelles rencontres .,-1,1,10,10,0,0,0.946402682,10,1,9
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,les jeux olympiques coutent trop cher pour le pays organisateur,1,1,10,0,0,10,0.946402682,10,1,9
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,les jeux olympiques ne profitent pas à la société,1,1,10,0,0,10,0.239012579,10,7,3
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,les jeux olympiques nous apportent de la drogue et des ruines,1,1,10,0,0,10,0.60308025,10,4,6
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,les jeux olympiques profitent à la société,-1,1,10,10,0,0,0.184769386,10,8,2
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,les jeux olympiques sont des pretextes a depenser beaucoup d'argent pour le profit de peu de societes,1,1,10,0,0,10,0.830780286,10,2,8
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,les jeux olympiques sont les meilleurs de la société,-1,1,6,6,0,0,0,6,6,0
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,les jeux olympiques sont une dépense incesario pour les états,1,0.908829559,10,1,0,9,0.395712036,5,3,2
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,nous devons éliminer les jeux olympiques trop de dépenses pour une compétition sportive,1,1,6,0,0,6,0.856993513,6,1,5
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,nous ne devrions pas abolir les Jeux olympiques,-1,0.700147132,10,7,0,3,,,,
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,pas en quelque sorte les jeux olympiques représentent l'union de toutes les nations,-1,0.503230603,6,3,0,3,0.254140416,6,4,2
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,s'ils doivent être supprimés car ils génèrent des dépenses inese,1,1,10,0,0,10,0.715474934,10,3,7
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,si nous devions abolir l'Olympic Gam,1,1,10,0,0,10,0,10,10,0
We should abolish the Olympic Games,Nous devrions abolir les Jeux olympiques,si vous dépensez déjà beaucoup d'argent et que vous perdez toute l'infrastructure...,1,0.907685944,10,0,1,9,0.393770302,10,6,4
We should abolish the three-strikes laws,Nous devrions abolir les lois sur les trois grèves,"3 strikes ""Laws will not deter the most violent crimes",-1,0.537901502,20,11,0,9,,,,
We should abolish the three-strikes laws,Nous devrions abolir les lois sur les trois grèves,C'est injuste pour les individus avec problèmes.,1,0.801234148,10,2,0,8,0,10,10,0
We should abolish the three-strikes laws,Nous devrions abolir les lois sur les trois grèves,CETTE LOI NE DEVRAIT PAS EXISTER COMME CERTAINES PERSONNES SONT CONDAMNÉES À MORT EN ÉTANT INNOCENT ET NOS PRINCIPES COMME SOCIÉTÉ ET RELIGION PERSONNE N'A LE DROIT DE PRENDRE LA VIE D'UNE AUTRE PERSONNE,1,0.685538465,6,1,1,4,0.669803138,6,2,4
We should abolish the three-strikes laws,Nous devrions abolir les lois sur les trois grèves,Certain crimes sont trop grave et doivent recevoir un sentence a vie.,-1,1,6,6,0,0,0.323046283,6,4,2
We should abolish the three-strikes laws,Nous devrions abolir les lois sur les trois grèves,Certaines personnes ont besoin de plus de chances de changer leurs habitudes.,1,0.82215243,10,2,0,8,0.078554884,10,9,1
We should abolish the three-strikes laws,Nous devrions abolir les lois sur les trois grèves,Ces lois ne devraient pas être abolies car elles contribuent au bon maintien de la sécurité et des règles de bonne conduite en empêchant les criminels de recommencer leurs actes.,-1,1,10,10,0,0,,,,
We should abolish the three-strikes laws,Nous devrions abolir les lois sur les trois grèves,"Ces lois ne devraient pas être abolies car elles contribuent au bon maintien de la sécurité et des règles de bonne conduite, empêchant les criminels de replonger dans leur crime.",-1,1,10,10,0,0,0.636821313,5,1,4
We should abolish the three-strikes laws,Nous devrions abolir les lois sur les trois grèves,Cette loi diminue la récidive des crimes,-1,0.653840247,6,4,0,2,0.323046283,6,4,2
We should abolish the three-strikes laws,Nous devrions abolir les lois sur les trois grèves,"Cette loi est efficace face à des criminels,des pédophiles et autres violeurs qui nuisent à la communauté.
Leurs crimes méritent de lourdes peines de prisons.",-1,0.891847033,10,9,0,1,1,10,0,10
We should abolish the three-strikes laws,Nous devrions abolir les lois sur les trois grèves,Cette loi est trop sévère en matière de sanctions et devrait être abolie,1,1,10,0,0,10,0.758890723,5,1,4
We should abolish the three-strikes laws,Nous devrions abolir les lois sur les trois grèves,"Cette loi ne devrait pas être une règle absolue, chaque cas est différent et doit être jugé et considéré comme tel.",1,0.742605619,10,2,0,8,,,,
We should abolish the three-strikes laws,Nous devrions abolir les lois sur les trois grèves,Cette loi permet de maintenir une certaine raison dans les sentences distribuées afin que chaque prisonnier ne se ramasse pas en prison à vie et ait droit à une seconde chance.,-1,0.820678273,10,8,0,2,,,,
We should abolish the three-strikes laws,Nous devrions abolir les lois sur les trois grèves,Cèest innumain d'enfermer un individue a vie.,1,0.907303905,11,1,1,9,0.081571938,11,10,1
We should abolish the three-strikes laws,Nous devrions abolir les lois sur les trois grèves,Il faut donner une seconde chance à toutes personnes ayant fauté même si c'est une très grosse erreur. Il faut l'aider et ne pas le laisser seul dans la nature car il sera perdu,1,1,10,0,0,10,0.877378062,10,1,9
We should abolish the three-strikes laws,Nous devrions abolir les lois sur les trois grèves,"Il faut que les humains prennent consciences que s'ils font des gestes graves, cela  a des conséquences.",-1,0.437186376,10,4,3,3,,,,
We should abolish the three-strikes laws,Nous devrions abolir les lois sur les trois grèves,"Je crois que si c'est pour un bien commun et pour la société de progresser, si cela peut changer et éliminer certaines lois",1,0.83447222,6,0,1,5,0.135855907,6,5,1
We should abolish the three-strikes laws,Nous devrions abolir les lois sur les trois grèves,Je ne connais pas cette loi donc je ne peux pas donner d'argument pour la défendre,0,0.503230603,6,1,3,2,0,6,6,0
We should abolish the three-strikes laws,Nous devrions abolir les lois sur les trois grèves,"L'abolition de ces lois devrait être omise car d'un côté, elles négligent les droits de l'homme en n'autorisant pas la réhabilitation des condamnés malgré le genre de crime commis.",-1,0.594832712,10,6,0,4,0.605171703,10,3,7
We should abolish the three-strikes laws,Nous devrions abolir les lois sur les trois grèves,La loi des 3 frappes devrait disparaître car certaines personnes méritent plus de 3 chances,1,1,10,0,0,10,0.344216309,10,6,4
We should abolish the three-strikes laws,Nous devrions abolir les lois sur les trois grèves,La loi des trois coups  permet au psychopathe de continué leurs crime une fois en dehors de la prison .,1,0.598009317,10,4,0,6,,,,
We should abolish the three-strikes laws,Nous devrions abolir les lois sur les trois grèves,La loi des trois coups devrait être encouragée afin que les personnes qui ont déjà commis des délits ne continuent pas à le faire,-1,1,6,6,0,0,0.644205001,6,2,4
We should abolish the three-strikes laws,Nous devrions abolir les lois sur les trois grèves,La loi des trois coups diminue les crimes  et les délits .,-1,1,11,11,0,0,0.503491567,11,5,6
We should abolish the three-strikes laws,Nous devrions abolir les lois sur les trois grèves,La loi des trois coups est essentielle et indispensable pour limiter la récidive des criminels tant elle est dissuasive.,-1,1,10,10,0,0,1,10,0,10
We should abolish the three-strikes laws,Nous devrions abolir les lois sur les trois grèves,La loi des trois coups favorise une société de plus grande discipline.,-1,1,6,6,0,0,0.584337278,6,2,4
We should abolish the three-strikes laws,Nous devrions abolir les lois sur les trois grèves,La loi des trois coups lutte contre les récidive  des crimes et des délits .,-1,0.91324499,10,9,0,1,0.73737026,10,2,8
We should abolish the three-strikes laws,Nous devrions abolir les lois sur les trois grèves,La loi des trois coups n'aide pas a pouvoir rehabiliter les prisonniers car ils voient devant eux une menace dans l'avenir,1,1,6,0,0,6,0.254140416,6,4,2
We should abolish the three-strikes laws,Nous devrions abolir les lois sur les trois grèves,La loi des trois coups permet a des innocent des peines de prison perpétuelle .,1,1,10,0,0,10,0.288437737,10,7,3
We should abolish the three-strikes laws,Nous devrions abolir les lois sur les trois grèves,"La loi des trois grèves doit être interdite, un crime est une action qui ne doit pas être pardonnée tant de fois, le criminel peut simplement penser qu'elle peut recommencer et agir comme si de rien n'était.",1,0.689758835,10,3,0,7,0.878188275,10,1,9
We should abolish the three-strikes laws,Nous devrions abolir les lois sur les trois grèves,La loi détruit la flexibilité des tribunaux et du juge,1,0.704452689,10,3,0,7,,,,
We should abolish the three-strikes laws,Nous devrions abolir les lois sur les trois grèves,"La loi sur les trois coups devrait être abrogée car elle condamne les criminels à des peines cruelles et indues pour d'autres délits pour lesquels il a déjà été puni,",1,1,10,0,0,10,0.699605148,5,1,4
