topic_EN,topic_IT,argument_IT,stance_label,stance_conf,stance_num_labelers,stance_con,stance_neutral,stance_pro,quality_score,quality_num_labelers,quality_negative,quality_positive
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,"I Giochi Olimpici sono la più antica forma di competizione sportiva durante i quali, una volta,  venivano sospese anche le guerre . Anche adesso dovremmo fare lo stesso.",-1,1,5,5,0,0,1,5,0,5
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,I Giochi Olimpici sono un buon modo per far riunire in maniera pacifica rappresentanti di diversi stati.,-1,1,10,10,0,0,0.322404434,6,4,2
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,I Giochi Olimpici sono una grande tradizione e la gente trova felicità e divertimento  in questo genere di eventi e sicuramente c'è bisogno anche di questo nella vita.,-1,1,10,10,0,0,0.907676841,7,2,5
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,I Giochi Olimpici sono una tradizione e sono motivo di svago per la gente e un momento di patriottismo.,-1,1,10,10,0,0,0.771489273,9,3,6
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,"I Giochi Olimpici vanno mantenuti perché ancora oggi rappresentano un ideale di pace e di condivisione tra i tanti atleti, per la maggior parte giovani, che vengono da tutto i mondo.",-1,0.950192294,10,9,0,1,1,6,0,6
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,"I Giochi olimpici dovrebbero essere aboliti in quanto costano troppo, specialmente in questo periodo di crisi mondiale dovuto al Covid 19.",1,1,10,0,0,10,0.937693486,7,1,6
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,I Giochi olimpici sono un grande dispendio economico per le nazioni organizzatrici.,1,1,11,0,0,11,0.905595788,8,1,7
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,"I giochi olimpici andrebbero aboliti in quanto sono un grandissimo spreco di risorse economiche,le olimpiadi hanno poratato solo montagne di debiti alle citta' organizzatrici",1,1,5,0,0,5,0.873825702,5,1,4
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,I giochi olimpici non andrebbero aboliti in quante rappresentano una grande occasione di comunita' e fratellanza e per la bellezza del gesto sportivo e umano che rappresentano,-1,1,10,10,0,0,1,5,0,5
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,"I giochi olimpici sono diventati ormai un mercato. Lo sport ha molto poco a che fare con le competizioni sportive. Secondo me le Olimpiadi andrebbero abolite, perchè troppo commerciali.",1,1,5,0,0,5,1,5,0,5
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,I giochi olimpici sono momenti di svago e gioia: privare i nostri popoli di questi momenti di allegria significa rendere il mondo più triste e vuoto.,-1,1,10,10,0,0,0.935241064,9,2,7
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,I giochi olimpici sono ormai diventati un business colossale per gli Sponsor e per i paesi che li ospitano. Si è quindi perso il senso sportivo dell'evento e andrebbero aboliti.,1,1,10,0,0,10,1,6,0,6
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,Le Olimpiadi hanno perso il fascino del passato e oltre che uno spreco di soldi sono spesso fonte di scandalo a causa del doping.,1,1,10,0,0,10,1,6,0,6
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,Le Olimpiadi hanno perso il loro spirito originario diventando sempre più terreno di scontro tra le nazioni partecipanti ai giochi: sarebbe il caso di abolirle!,1,1,10,0,0,10,0.749412404,5,2,3
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,"Le Olimpiadi non sono solo un evento sportivo globale ma hanno anche una carica simbolica molto importante da un punto di vista politico e sociale, sono un momento di riflessione e comunanza mondiale.",-1,1,10,10,0,0,0.99486167,5,1,4
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,"Le Olimpiadi non vanno assolutamente abolite, perché rappresentano il più grande evento di incontro agonistico tra giovani di tutto il mondo. Ciò rappresenta un grande messaggio di pace e fratellanza.",-1,0.899740722,10,9,0,1,1,6,0,6
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,"Le Olimpiadi ogni 4 anni permettono ai cittadini del mondo di tifare in tante discipline per gli atleti della loro Nazione, portando gioia e divertimento.",-1,1,10,10,0,0,1,7,0,7
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,"Le Olimpiadi sono da sempre e storicamente i giochi sportivi più seguiti, sognati dagli atleti e di maggior importanza.",-1,0.907584544,11,10,1,0,1,8,0,8
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,"Le Olimpiadi sono diventate un covo di competizioni che spesso sfociano in insulti raziali, per esempio quando i kenioti vincono sempre le corse. Una competitività smodata e tossica.",1,1,10,0,0,10,0.79501148,7,2,5
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,"Le Olimpiadi sono trasformate in enorme business, un baraccone solo per far sold ha dato  spazio a sport che non hanno nulla a che fare con lo spirito della cultura Greca dalla quale le abbiamo ereditate.",1,1,5,0,0,5,1,5,0,5
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,Le Olimpiadi sono uno strumento di aggregazioni tra popoli per raggiungere una possibile pace mondiale.,-1,1,10,10,0,0,0.915157585,8,3,5
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,Non dovremmo abolire i Giochi Olimpici perchè rappresentano un evento che da lustro agli atleti partecipanti e alle loro nazioni.,-1,1,10,10,0,0,0.727379765,7,3,4
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,Non dovremmo abolire i giochi olimpici in quanto rimane un baluardo per ricordare i principi ispiratori di lealtà nei confronti del prossimo.,-1,1,10,10,0,0,0.785829191,9,3,6
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,Non dovremmo abolire i giochi olimpici perchè è un modo per permettere agli atleti delle  nazioni   meno sviluppate di competere con quelli ai massimi livelli della loro specialità,-1,1,11,11,0,0,1,8,0,8
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,Non sono mai economicamente vantaggiosi per la nazione  che li ospita. Convengono solo alle lobby dello sport,1,0.807032197,10,2,0,8,0.645280061,8,3,5
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,"Non vedo nessun motivo per abolire i giochi olimpici se non il fatto che alcuni atleti, pur di vincere, potrebbero ricorrere all'uso del doping.",-1,1,5,5,0,0,0.694413657,5,2,3
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,Ormai la funzione pacificatrice e di unità fra i popoli si è persa nello sfruttamento di natura economica e politica di questo evento.,1,1,10,0,0,10,0.470562437,9,4,5
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,Ormai le olimpiadi hanno perso l valore sociale e sportivo che avevano e il business vince su tutto,1,1,10,0,0,10,0.515407931,6,3,3
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,"Se svolti bene, potrebbero essere un'occasione di instaurare fratellanza tra i paesi.",-1,1,5,5,0,0,1,5,0,5
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,Sono competizioni emozionanti in cui atleti possono esprimere le proprie passioni/qualità,-1,0.893931022,10,9,0,1,1,5,0,5
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,Spingono gli sportivi a miglioramenti incredibili e sono anche una manifestazione sportiva dove la lealtà e la collaborazione spesso prevale.,-1,1,5,5,0,0,1,5,0,5
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,Sì perchè sono solo uno spreco di soldi per chi ospita che apre a tangenti e corruzioni e perchè le gare sono troppo spesso falsate da doping o da giudici non imparziali verso certi atleti o paesi.,1,1,10,0,0,10,1,7,0,7
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,Troppi soldi girano ormai interno a queste manifestazioni che di sportivo non hanno più nulla,1,1,10,0,0,10,0.474707472,9,5,4
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,Trovo che sia per molti atleti il coronamento della propria carriera e un vettore di sponsorizzazione degli sport minori,-1,0.905480503,10,9,0,1,0.761646467,7,1,6
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,"Vanno aboliti i Giochi olimpici perche oramai di spirito olimpico c'è poco , interessi economici enormi e atleti dopati sono contro il valore che aveva prima questa competizione",1,1,5,0,0,5,0.873825702,5,1,4
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,"Vengono alimentati sentimenti di competizione tra gli stati, che solitamente vanno di pari passo a azioni di sabotaggio.",1,1,10,0,0,10,0.425497439,5,3,2
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,analizzando le esperienze passate  si evince che ospitare eventi sportivi di questo tipo si traduce il più delle volte in un costo inutile e spropositato per amministrazioni locali e nazionali.,1,1,10,0,0,10,1,6,0,6
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,dobbiamo abolire  i giochi olimpici perchè sono solo una occasione di business e con lo sport hanno poco a che fare,1,1,10,0,0,10,0.673784711,9,3,6
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,favorire lo svolgimento dei giochi olimpici,-1,1,10,10,0,0,0,6,6,0
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,i giochi olimpici devono essere aboliti,1,1,5,0,0,5,0,5,5,0
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,i giochi olimpici esistono sin dal tempo degli antichi greci e sono una forma di aggregazione dei popoli attraverso lo sport,-1,1,10,10,0,0,1,5,0,5
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,i giochi olimpici portano un agonismo troppo marcato nei giovani che vengono cosi rovinati nello sport che non è più un gioco ma un lavoro massacrante,1,0.955806783,10,1,0,9,0.78339233,6,2,4
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,"i giochi olimpici sono una roba antiquata,non c'è piu' lo spirito originario.",1,1,10,0,0,10,0.228293495,6,5,1
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,"i giochi olimpici sono una tradizione storica, non possono essere aboliti",-1,1,10,10,0,0,0.615610572,9,3,6
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,invece in questo momento difficile farei disputare i giochi olimpici,-1,0.805794592,10,8,2,0,0.080416005,8,7,1
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,"le Olimpiadi rappresentano ancora oggi la più grande manifestazione sportiva del mondo e, per un atleta, una medaglia olimpica ha un sapore assolutamente diverso da qualsiasi altro successo sportivo.",-1,1,10,10,0,0,0.994045798,5,1,4
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,le olimpiadi devon essere abolite secondo me.,1,0.897939371,10,1,0,9,0,6,6,0
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,le olimpiadi permettono a numerosi sport di emergere e inoltre e' un incontro fra vari popoli di cultura diversa..suppongo sia un 'esperienza realmente incredibile,-1,1,10,10,0,0,0.653988647,9,4,5
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,"le olimpiadi sono una festa dello sport, vanno tenute e supportate.",-1,1,5,5,0,0,0.071053529,5,4,1
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,lo spirito olimpico deve persistere perche' aiuta le nazioni del mondo a ritrovarsi assieme animati solo da una sana competizione sportiva,-1,1,10,10,0,0,1,9,1,8
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,"ultimo baluardo di fratellanza attraverso lo sport, è inimmaginabile abolire questa manifestazione così speciale.",-1,1,10,10,0,0,0.757608663,6,1,5
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,vietare assolutamente i giochi olimpici,1,1,11,0,0,11,0,8,8,0
We should abolish the Olympic Games,Dovremmo abolire i Giochi olimpici,è giusto celebrare lo sport con cadenza fissa,-1,1,10,10,0,0,0.508208534,6,3,3
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,"Abolire le leggi sugli scioperi per una società sempre più produttiva senza vincoli , per avere una maggiore competitività",1,0.798995736,10,0,2,8,0.375706325,5,3,2
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,Alcune persone commettono inezie che non meritano tanto sforzo,1,0.670602023,10,3,0,7,0.667946768,5,2,3
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,Andrebbe abolita questa legge per dare la possibilita a chi ha fatto reato di recuperare e pentirsi di cio che ha fatto.,1,1,10,0,0,10,0.193626804,7,5,2
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,Chi si macchia di più reati consecutivamente è giusto che paghi di più rispetto a chi invece è al primo reato.,-1,0.906407742,10,9,0,1,0.475673022,7,4,3
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,"Chi è un delinquente abituale non cambierà mai la sua indole,quindi tanto vale che resti in prigione a vita e non faccia altro male ""fuori"".",-1,0.814294801,10,8,0,2,0.679729696,6,1,5
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,Dovremmo abolire la legge sui delinquenti abituali perchè il recupero di una persona che ha commesso un reato è sempre possibile.,1,1,10,0,0,10,0.821601109,5,1,4
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,Dovremmo abolire le leggi sui reati abituali in quanto non tratta l'individuo che ha commesso il terzo reato allo stesso modo degli altri di fronte alla legge,1,1,10,0,0,10,0.655029282,7,3,4
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,Dovremmo abolire le leggi sui reati abituali perchè rischiano di penalizzare eccessivamente individui che potrebbero essere invece riabilitati del carcere senza valutare la diversità dei casi.,1,1,5,0,0,5,1,5,0,5
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,"Dovremmo abolire le leggi sui tre gradi di giudizio, dato che spesso si sente di innocenti accusati ingiustamente, si potrebbe anche pensare ad una modifica di queste leggi.",1,1,10,0,0,10,0.909949798,6,1,5
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,E' giusto punire chi ha commesso piu di due reati poiche non e' possibile recuperarlo.,-1,0.907680393,10,9,0,1,0.864988554,5,1,4
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,E' indispensabile confermare questa legge come deterrente per chi commette più reati.,-1,1,11,11,0,0,0.540272654,8,3,5
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,Il sistema funziona come deterrente e alcuni di quelli che hanno già commesso 2 errori cercheranno di non sbagliare ancora per evitare il carcere.,-1,1,10,10,0,0,1,7,0,7
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,"In mancanza di innegabile certezza che il condannato sia davvero colpevole, una recidiva può essere una prova, quindi dare una possibilità in più potrebbe rendere la legge più accurata",1,0.598029826,5,2,0,3,0.873825702,5,1,4
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,LA burocrazia è così troppo lungo ed i processi infiniti,1,0.808020573,5,1,0,4,0.27652407,5,4,1
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,La legge antiviolenza va rispettata perchè  ognuno di noi se sbaglia deve avere la possibilità di recuperare,-1,0.700922244,10,7,0,3,0.137271626,5,4,1
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,La legge definita dei tre strikes andrebbe abolita perchè lede la dignità delle persone e mina la libertà della democrazia.,1,1,10,0,0,10,1,8,0,8
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,La legge definita dei tre strikes è sacrosanta perché assicura una giusta punizione a chi delinque una prima volta e continua a delinquere nel tempo.,-1,0.903679519,10,9,0,1,0.380204502,9,5,4
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,"La legge dei tre colpi va abolita per la sua forte disuguaglianza da stato a stato, non garantendo una reale uniformità d'interpretazione sulla recidività dei reati e sulla vera entità del reato.",1,1,10,0,0,10,1,7,0,7
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,La recidiva USA è una legge disumana che va contro il progresso civile.,1,0.792693949,5,1,0,4,0.72347593,5,1,4
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,"Le  regole dei tre scioperi portano molti benefici alla nazione, trattando con i criminali di questo paese che hanno bisogno di imparare.",-1,1,5,5,0,0,0.291715289,5,4,1
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,Le leggi che comminano l'ergastolo a chi commette per 3 volte un crimine violento hanno avuto il merito di ridurre notevolmente il numero dei reati commessi e hanno reso la società più sicura e pacifica.,-1,1,5,5,0,0,1,5,0,5
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,"Le leggi che inaspriscono la pena ai criminali recidivi in maniera automatica, non tengono conto delle circostanze attenuanti dei singoli casi e non rendono adeguata giustizia al caso specifico.",1,1,10,0,0,10,0.925471947,8,1,7
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,Le leggi sui reati abituali deve essere confermata per far si' che delinquenti che si sono macchiati di 2 o piu' reati gravi possono scontare la loro pena integralmente,-1,1,10,10,0,0,0.332624574,9,5,4
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,Le leggi sui reati abituali si sono rivelate inefficaci poiché i reati stessi non sono diminuiti bensì aumentati.,1,1,10,0,0,10,0.914129222,5,1,4
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,Le leggi sui tre scioperi vanno assolutamente abolite perché creano troppe defezioni.,1,1,10,0,0,10,0.547882673,7,4,3
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,Lo sciopero crea solo problemi ed è una forma di ricatto,1,0.79379947,10,0,2,8,0.806439041,7,2,5
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,"Nel mio paese non esiste questa legge, almeno per quanto ne so io, ma immagino che sia da abolire dove vigente, perchè lo sciopero dovrebbe essere simbolico e uno è più che sufficiente durante una protesta.",1,1,10,0,0,10,0.618270575,5,2,3
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,"No, perché è un buon compromesso che permette a chi sbaglia di cambiare strada dopo un errore oppure di dimostrare di essere irrecuperabili se si continua a delinquere più volte.",-1,1,10,10,0,0,0.432842159,5,2,3
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,"Non bisogna negare a priori a nessuno la possibilità di cambiare vita, sarebbe inumano.",1,0.792693949,5,1,0,4,1,5,0,5
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,Non dovremmo abolire le leggi sui reati abituali in quanto sono utili per limitare gli atti di violenza che sono cresciuti negli ultimi anni.,-1,1,10,10,0,0,0.628970688,6,3,3
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,Ogni reato andrebbe giudicato a se stante e non dovrebbe essere cumulato ad altri,1,1,10,0,0,10,0.380551351,9,4,5
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,"Per reati gravi, la pena dovrebbe essere altissima sin dalla prima condanna",-1,0.609300095,10,6,1,3,0.098016342,7,5,2
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,"Quando a un delinquente sono state date due possibilità di ripensare, pentirsi e cambiare in meglio il suo comportamento che cosa ancora aspettiamo a isolarlo per il bene di cittadini onesti.",-1,0.507133528,10,5,0,5,0.899593944,9,2,7
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,"Quando il reato e ripetutto anche più volte solo una legge draconica può essere applicata,se no si da l'esempio che quello che comette reatti moltipli e uguale ad un altro che ne ha fatto solo uno.",-1,0.708466689,10,7,0,3,0.503039641,5,3,2
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,Questa legge  porta ad  un aumento significativo della popolazione carceraria e quindi tutti i relativi costi che tutto ciò comporta,1,1,5,0,0,5,1,5,0,5
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,Questa legge andrebbe abolita e punire secondo i reati.,1,1,10,0,0,10,0.145624552,6,5,1
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,Questa legge non tiene conto dell'entità del reato e pertanto è incostituzionale.,1,1,10,0,0,10,0.588355682,6,2,4
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,Questa legge penale va abolita perché non appare giusto applicare la pena automatica dell'ergastolo alla commissione del terzo reato. La pena va sempre commisurata all'effettiva gravità di ogni singolo reato.,1,1,10,0,0,10,0.812369299,9,1,8
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,"Questa legge va mantenuta perché prevede l'applicazione automatica dell'ergastolo alla commissione del terzo reato, ma soltanto se almeno uno dei tre reati sia grave e violento.",-1,1,10,10,0,0,0.731330563,5,1,4
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,Scioperare se adeguato deve essere permesso,-1,0.485439322,10,4,2,4,0.667946768,6,3,3
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,Un soggetto diventa un delinquente abituale per colpa della società che non ha messo in atto strumenti per il recupero. Abolire la three-strikes laws e avviare programmi di reinserimento nella società.,1,0.905297988,10,1,0,9,0.44886156,8,4,4
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,"chi sbaglia deve pagare, a maggior ragione chi dimostra di essere recidivo e di non aver imparato nulla dai propri errori per cui la legge è più che giusta",-1,0.897766212,10,9,0,1,0.59428587,5,1,4
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,chi viene condannato ripetutamente è giusto che paghi di più,-1,1,10,10,0,0,0.543607205,9,3,6
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,divulgare attraverso i mass media di abolire le leggi sui tre scioperi,1,1,5,0,0,5,0,5,5,0
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,dovrebbe essere permesso a tutti di redimersi dopo aver commesso qualche reato,1,0.896141897,10,1,0,9,1,6,0,6
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,dovremmo ammettere la legge sui tre scioperi.,-1,1,10,10,0,0,0.163667429,9,7,2
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,gli scioperi sono un sistema per mettere in difficoltà i cittadini e vanno perciò vietati,1,0.79663815,10,2,0,8,0.547998006,6,3,3
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,i delinquenti abituali vanno puniti maggiormante e le leggi attuali sono giuste.,-1,1,5,5,0,0,0.291715289,5,4,1
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,le condanne maggiorate per i crimini abituali sono troppo severe,1,0.893017233,10,1,0,9,0.833944958,7,1,6
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,mandiamo in onda notizie che favoriscono le leggi sui tre scioperi,-1,0.792987263,10,8,1,1,0,7,7,0
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,ogni reato dovrebbe avere la sua pena senza considerare crimini precedenti,1,0.786020083,10,2,0,8,0.693872832,5,2,3
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,ognuno deve rispondere unicamente dei reati commessi,1,0.890085575,10,0,1,9,0.220589953,8,6,2
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,"questa legge danneggia solo i piccoli reati, le persone comuni",1,1,10,0,0,10,0.252366557,7,5,2
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,questa legge porta spesso a lasciare liberi chi commette reati,1,0.776112237,10,2,0,8,0.041812707,9,7,2
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,si avranno dei processi più snelli e veloci,1,0.808020573,5,0,1,4,0.071053529,5,4,1
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,si toglierebbe del lavoro a giudici ed avvocati,-1,0.848553962,10,8,0,2,0.123510897,6,5,1
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,vanno abolite in quanto rovinano la giustizia e la democrazia,1,1,10,0,0,10,0.104881905,8,7,1
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,"è giusto mantenere questa legge perchè se una persona perpetua un reato nel tempo e arriva a commetterlo più di tre volte, probabilmente lo fara ancora diventando un pericolo",-1,1,10,10,0,0,0.815717068,6,1,5
We should abolish the three-strikes laws,Dovremmo abolire le leggi a tre strike,è giusto punire chi continua a delinquere e commettere reati,-1,1,5,5,0,0,0.765467186,5,1,4
We should adopt atheism,Dovremmo adottare ateismo,"Aveva ragione John Lennon, nessun Dio per cui vivere o morire..",1,0.906165743,10,0,1,9,0.103860778,6,4,2
We should adopt atheism,Dovremmo adottare ateismo,C'è sempre meno gente che va in chiesa segno che l'ateismo è in aumento.,1,0.898925494,10,0,1,9,0.462167763,8,4,4
We should adopt atheism,Dovremmo adottare ateismo,Credo che la scelta di essere atei dovrebbe essere lasciata ai singoli individui e non dovrebbe essere presa a livello generale.,-1,1,10,10,0,0,0.721229546,9,3,6
We should adopt atheism,Dovremmo adottare ateismo,Dovremmo adottare l'ateismo. Non si deve assolutamente imporre di adottare l'ateismo. Per chi è credente questo è inaccettabile e offensivo.,-1,0.800792741,5,4,0,1,0.511056885,5,3,2
We should adopt atheism,Dovremmo adottare ateismo,"Dovremmo adottare l'ateismo. Penso che ognuno deve essere libero di credere, decidere liberamente, perciò sono assolutamente contraria a questa frase. Che significa dovremmo adottare l'ateismo?",-1,0.795860046,10,7,0,3,0.572637751,5,2,3
We should adopt atheism,Dovremmo adottare ateismo,"Dovremmo essere atei in quanto la scienza spiega benissimo come si è formata la terra e l'uomo. Siamo essere viventi e come tutti nasciamo, cresciamo e moriamo senza alcuna vita dopo la morte.",1,1,10,0,0,10,0.670026329,6,2,4
We should adopt atheism,Dovremmo adottare ateismo,"Dovremmo pensare di più ad aiutare i poveri, i bisognosi e non regalare i soldi a una Chiesa che riveste d'oro le sue chiese e non rispetta i crismi da loro stessi dettati...",1,1,10,0,0,10,1,7,0,7
We should adopt atheism,Dovremmo adottare ateismo,Essendo una fede ognuno di noi deve poter esser libero di crederci,-1,0.734739953,10,7,0,3,0.123510897,6,5,1
We should adopt atheism,Dovremmo adottare ateismo,"Guardando alla storia, le religioni sono state spesso le motivazioni di guerre cruente e sanguinose.",1,1,5,0,0,5,1,5,0,5
We should adopt atheism,Dovremmo adottare ateismo,In un mondo ateo e laico le persone non sarebbero schiave della religione e non ci sarebbero guerre religiose in nome di qualche dio.,1,1,10,0,0,10,1,7,0,7
We should adopt atheism,Dovremmo adottare ateismo,Io penso che essere atei porta l'essere umano a guardarsi meglio nel proprio Io interiore e crescere senza avere la necessità di credere in Dio.,1,1,10,0,0,10,0.640325985,8,3,5
We should adopt atheism,Dovremmo adottare ateismo,"John Lennon già lo diceva, nessun motivo per cui litigare o addirittura morire, solo pace e amore universale.",1,1,10,1,0,9,0,9,8,1
We should adopt atheism,Dovremmo adottare ateismo,"L'adozione dell'ateismo in uno Stato o in una comunità, senza privilegi per una particolare confessione, ha il pregio di evitare che divampino scontri religiosi, di norma assai violenti e rilevanti.",1,1,10,0,0,10,0.646471715,9,3,6
We should adopt atheism,Dovremmo adottare ateismo,L'ateismo non andrebbe adottato poiché mina la credibilità di ogni religione e per questo potrebbe creare danni alla società.,-1,1,10,10,0,0,0.760018372,7,2,5
We should adopt atheism,Dovremmo adottare ateismo,L'ateismo non è adatto all'essere umano che da sempre ha avuto bisogno di esprimere la sua fede verso un dio.,-1,1,10,10,0,0,1,6,0,6
We should adopt atheism,Dovremmo adottare ateismo,"L'ateismo pone al centro il vero significato di relazione sociale, andando al di là del personale credo spirituale che alle volte può accompagnarsi a pregiudizi e  ipocrisie.",1,1,10,0,0,10,1,5,0,5
We should adopt atheism,Dovremmo adottare ateismo,"L'ateismo priva l'essere umano del conforto della fede e della necessità di obbedire a leggi divine, portando la società verso la dissolutezza dei costumi e la fede nel materialismo.",-1,1,5,5,0,0,0.873825702,5,1,4
We should adopt atheism,Dovremmo adottare ateismo,L'ateismo spesso nasconde una pericolosa immoralità e libertà di costumi.,-1,1,10,10,0,0,0.821878122,7,2,5
